variant,component,log10k
current_sssc_fixed_grid,kyy,0.8626007830409125
current_sssc_fixed_grid,kyy,0.618240878007499
current_sssc_fixed_grid,kyy,0.7980839585964167
current_sssc_fixed_grid,kyy,0.6083938291122126
current_sssc_fixed_grid,kyy,0.8174684687890726
current_sssc_fixed_grid,kyy,0.7027890986919766
current_sssc_fixed_grid,kyy,0.576370363704764
current_sssc_fixed_grid,kyy,0.7467786360820301
current_sssc_fixed_grid,kyy,1.0107275871782488
current_sssc_fixed_grid,kyy,0.9348360772899754
current_sssc_fixed_grid,kyy,0.5330567300895453
current_sssc_fixed_grid,kyy,0.7272293913952637
current_sssc_fixed_grid,kyy,0.874296206921454
current_sssc_fixed_grid,kyy,0.987282855927258
current_sssc_fixed_grid,kyy,1.1994057153555964
current_sssc_fixed_grid,kyy,0.7645742603076567
current_sssc_fixed_grid,kyy,0.9581828429410906
current_sssc_fixed_grid,kyy,0.6810352490132847
current_sssc_fixed_grid,kyy,0.44900267971435875
current_sssc_fixed_grid,kyy,0.8607307108169642
current_sssc_fixed_grid,kyy,1.4735785126908678
current_sssc_fixed_grid,kyy,0.7320424979353795
current_sssc_fixed_grid,kyy,0.6893812307644358
current_sssc_fixed_grid,kyy,1.7015082739095606
current_sssc_fixed_grid,kyy,0.6994950539782926
current_sssc_fixed_grid,kyy,0.5405319150752632
current_sssc_fixed_grid,kyy,0.838602984827647
current_sssc_fixed_grid,kyy,0.8337423886278906
current_sssc_fixed_grid,kyy,0.5554836986559863
current_sssc_fixed_grid,kyy,0.9203092545459709
current_sssc_fixed_grid,kyy,0.6935935503817501
current_sssc_fixed_grid,kyy,0.5323854921392801
current_sssc_fixed_grid,kyy,0.7700843208933861
current_sssc_fixed_grid,kyy,0.6227827384036376
current_sssc_fixed_grid,kyy,0.9091818416138789
current_sssc_fixed_grid,kyy,0.7016384775180733
current_sssc_fixed_grid,kyy,0.7334950111816471
current_sssc_fixed_grid,kyy,0.5468432874515083
current_sssc_fixed_grid,kyy,1.3403394768643573
current_sssc_fixed_grid,kyy,0.8828686438951453
current_sssc_fixed_grid,kyy,0.6779019447598195
current_sssc_fixed_grid,kyy,0.5844624588708447
current_sssc_fixed_grid,kyy,0.5169943834127729
current_sssc_fixed_grid,kyy,0.8692309386491619
current_sssc_fixed_grid,kyy,1.15323314608254
current_sssc_fixed_grid,kyy,1.428039064748926
current_sssc_fixed_grid,kyy,0.9426141493393213
current_sssc_fixed_grid,kyy,1.139811719016504
current_sssc_fixed_grid,kyy,0.8912848697584862
current_sssc_fixed_grid,kyy,1.1355890284232744
current_sssc_fixed_grid,kyy,1.2245601044101893
current_sssc_fixed_grid,kyy,1.803589197596496
current_sssc_fixed_grid,kyy,0.7477887979355756
current_sssc_fixed_grid,kyy,1.4673791954379503
current_sssc_fixed_grid,kyy,0.8257441352922646
current_sssc_fixed_grid,kyy,0.655483005016885
current_sssc_fixed_grid,kyy,0.7864469528457791
current_sssc_fixed_grid,kyy,0.825887027247018
current_sssc_fixed_grid,kyy,0.9026652440783111
current_sssc_fixed_grid,kyy,1.386567031811879
current_sssc_fixed_grid,kyy,0.502579399146721
current_sssc_fixed_grid,kyy,0.861380831323171
current_sssc_fixed_grid,kyy,0.7804176697053262
current_sssc_fixed_grid,kyy,0.8104451576721701
current_sssc_fixed_grid,kyy,0.7700466535702947
current_sssc_fixed_grid,kyy,0.8614408501824241
current_sssc_fixed_grid,kyy,2.1839577269824244
current_sssc_fixed_grid,kyy,0.666599152814814
current_sssc_fixed_grid,kyy,0.839682126211278
current_sssc_fixed_grid,kyy,0.8724553796879551
current_sssc_fixed_grid,kyy,0.6485409642492449
current_sssc_fixed_grid,kyy,0.7753443410633568
current_sssc_fixed_grid,kyy,0.7821713552849268
current_sssc_fixed_grid,kyy,1.6664119298359972
current_sssc_fixed_grid,kyy,1.2697235533729392
current_sssc_fixed_grid,kyy,0.5567523615452858
current_sssc_fixed_grid,kyy,1.2092006485148712
current_sssc_fixed_grid,kyy,0.9076402856864944
current_sssc_fixed_grid,kyy,1.7667772143519793
current_sssc_fixed_grid,kyy,1.8296451343476678
current_sssc_fixed_grid,kyy,0.8798315187572056
current_sssc_fixed_grid,kyy,0.7213753106933
current_sssc_fixed_grid,kyy,0.696756976243945
current_sssc_fixed_grid,kyy,1.289428173563538
current_sssc_fixed_grid,kyy,2.0307920776939716
current_sssc_fixed_grid,kyy,0.5777507677178875
current_sssc_fixed_grid,kyy,0.7521789229956567
current_sssc_fixed_grid,kyy,0.770074692091467
current_sssc_fixed_grid,kyy,0.9636725613497645
current_sssc_fixed_grid,kyy,0.6138946923650984
current_sssc_fixed_grid,kyy,0.6501575404169206
current_sssc_fixed_grid,kyy,1.799313021102949
current_sssc_fixed_grid,kyy,1.1602365037159776
current_sssc_fixed_grid,kyy,0.7456144206662079
current_sssc_fixed_grid,kyy,1.5417225613270393
current_sssc_fixed_grid,kyy,0.638645533675738
current_sssc_fixed_grid,kyy,1.2574652076172375
current_sssc_fixed_grid,kyy,1.2566316801906516
current_sssc_fixed_grid,kyy,0.9035029768776334
current_sssc_fixed_grid,kyy,0.6072328704988903
current_sssc_fixed_grid,kyy,0.7080252847263426
current_sssc_fixed_grid,kyy,0.94772658780128
current_sssc_fixed_grid,kyy,0.9666514759984909
current_sssc_fixed_grid,kyy,0.5313530968401603
current_sssc_fixed_grid,kyy,0.8200961966991157
current_sssc_fixed_grid,kyy,1.0892417510695396
current_sssc_fixed_grid,kyy,0.6621581349369091
current_sssc_fixed_grid,kyy,0.8670080061303037
current_sssc_fixed_grid,kyy,0.5674965668763151
current_sssc_fixed_grid,kyy,1.6559953489090276
current_sssc_fixed_grid,kyy,0.7707215352920556
current_sssc_fixed_grid,kyy,0.8211788041910814
current_sssc_fixed_grid,kyy,0.6781485096465174
current_sssc_fixed_grid,kyy,1.0911025983191784
current_sssc_fixed_grid,kyy,0.9376501155966347
current_sssc_fixed_grid,kyy,1.7433588849204316
current_sssc_fixed_grid,kyy,0.504378613030071
current_sssc_fixed_grid,kyy,0.5687203224254302
current_sssc_fixed_grid,kyy,0.6497702802357493
current_sssc_fixed_grid,kyy,0.7360178280672998
current_sssc_fixed_grid,kyy,0.6898696253065203
current_sssc_fixed_grid,kyy,0.8779989029462727
current_sssc_fixed_grid,kyy,1.0509533976383998
current_sssc_fixed_grid,kyy,0.905331574019901
current_sssc_fixed_grid,kyy,1.7015203218298642
current_sssc_fixed_grid,kyy,1.794354562126246
current_sssc_fixed_grid,kyy,1.7201880623511099
current_sssc_fixed_grid,kyy,0.6071160699692363
current_sssc_fixed_grid,kyy,0.8159274521983142
current_sssc_fixed_grid,kyy,0.707028366099276
current_sssc_fixed_grid,kyy,0.887542635296452
current_sssc_fixed_grid,kyy,0.5718731029529225
current_sssc_fixed_grid,kyy,1.4732038622250168
current_sssc_fixed_grid,kyy,0.6127082914970343
current_sssc_fixed_grid,kyy,1.0509951766336734
current_sssc_fixed_grid,kyy,0.6821702177154204
current_sssc_fixed_grid,kyy,0.6922402792249628
current_sssc_fixed_grid,kyy,0.39941213938903236
current_sssc_fixed_grid,kyy,0.7169737028299228
current_sssc_fixed_grid,kyy,1.0729150976794284
current_sssc_fixed_grid,kyy,0.8384757924100724
current_sssc_fixed_grid,kyy,0.6619117144846941
current_sssc_fixed_grid,kyy,0.3731056257016025
current_sssc_fixed_grid,kyy,0.6777213167583888
current_sssc_fixed_grid,kyy,0.5068719318925894
current_sssc_fixed_grid,kyy,0.8716329054476808
current_sssc_fixed_grid,kyy,0.7528942771206363
current_sssc_fixed_grid,kyy,0.5685229098898213
current_sssc_fixed_grid,kyy,0.7935881986882184
current_sssc_fixed_grid,kyy,1.5036231212353928
current_sssc_fixed_grid,kyy,1.3482144137238878
current_sssc_fixed_grid,kyy,0.7695778078449753
current_sssc_fixed_grid,kyy,0.8274649015005174
current_sssc_fixed_grid,kyy,0.9127615384105705
current_sssc_fixed_grid,kyy,0.6763430297333622
current_sssc_fixed_grid,kyy,0.43565121433376114
current_sssc_fixed_grid,kyy,0.6760797229757924
current_sssc_fixed_grid,kyy,0.9946568690019781
current_sssc_fixed_grid,kyy,1.0677723970228223
current_sssc_fixed_grid,kyy,1.176502453697696
current_sssc_fixed_grid,kyy,0.5120092711371973
current_sssc_fixed_grid,kyy,0.7679739243718929
current_sssc_fixed_grid,kyy,0.7567283686442595
current_sssc_fixed_grid,kyy,0.6859200357430643
current_sssc_fixed_grid,kyy,1.3254073164180837
current_sssc_fixed_grid,kyy,0.7748479282158918
current_sssc_fixed_grid,kyy,1.57064433121231
current_sssc_fixed_grid,kyy,0.8714731441906712
current_sssc_fixed_grid,kyy,0.6030370300716331
current_sssc_fixed_grid,kyy,0.6994756445776145
current_sssc_fixed_grid,kyy,1.140581391047428
current_sssc_fixed_grid,kyy,0.5785350363288616
current_sssc_fixed_grid,kyy,0.9484816217368996
current_sssc_fixed_grid,kyy,0.7539447148060291
current_sssc_fixed_grid,kyy,0.9928673934353641
current_sssc_fixed_grid,kyy,1.6417787326849727
current_sssc_fixed_grid,kyy,0.5794521256165212
current_sssc_fixed_grid,kyy,1.2522765594177179
current_sssc_fixed_grid,kyy,0.7415463513066938
current_sssc_fixed_grid,kyy,0.8015064119418672
current_sssc_fixed_grid,kyy,0.9285264493222023
current_sssc_fixed_grid,kyy,0.9041795599819326
current_sssc_fixed_grid,kyy,0.5108181789207608
current_sssc_fixed_grid,kyy,1.6438802669807089
current_sssc_fixed_grid,kyy,0.6637731425201003
current_sssc_fixed_grid,kyy,0.8214005203597523
current_sssc_fixed_grid,kyy,0.7104476094488215
current_sssc_fixed_grid,kyy,0.5387758802759312
current_sssc_fixed_grid,kyy,0.8567827778841192
current_sssc_fixed_grid,kyy,0.8259529798749485
current_sssc_fixed_grid,kyy,2.0528248085193135
current_sssc_fixed_grid,kyy,0.6323643799689996
current_sssc_fixed_grid,kyy,0.6733525743475626
current_sssc_fixed_grid,kyy,0.6660475961629622
current_sssc_fixed_grid,kyy,0.43485914575032625
current_sssc_fixed_grid,kyy,0.7632923550861802
current_sssc_fixed_grid,kyy,0.8098397484447394
current_sssc_fixed_grid,kyy,0.8743034820952793
current_sssc_fixed_grid,kyy,0.9305648924958794
current_sssc_fixed_grid,kyy,0.8363804346811792
current_sssc_fixed_grid,kyy,1.2291845210676304
current_sssc_fixed_grid,kyy,0.9584398321517923
current_sssc_fixed_grid,kyy,0.7691925881543122
current_sssc_fixed_grid,kyy,0.9456766225716294
current_sssc_fixed_grid,kyy,0.880025254082476
current_sssc_fixed_grid,kyy,0.5416247714105961
current_sssc_fixed_grid,kyy,0.9407513106299522
current_sssc_fixed_grid,kyy,1.6782706250273165
current_sssc_fixed_grid,kyy,0.48504925514042196
current_sssc_fixed_grid,kyy,1.3148789023648724
current_sssc_fixed_grid,kyy,0.8743883520095012
current_sssc_fixed_grid,kyy,0.739775373178279
current_sssc_fixed_grid,kyy,1.3409933746284006
current_sssc_fixed_grid,kyy,0.4367203624135198
current_sssc_fixed_grid,kyy,0.39462577718916664
current_sssc_fixed_grid,kyy,0.5526173343552307
current_sssc_fixed_grid,kyy,0.5214605871453805
current_sssc_fixed_grid,kyy,0.7223176088881377
current_sssc_fixed_grid,kyy,1.0232701049068114
current_sssc_fixed_grid,kyy,0.9522235105939241
current_sssc_fixed_grid,kyy,1.719593137153083
current_sssc_fixed_grid,kyy,0.7211695978691799
current_sssc_fixed_grid,kyy,0.9268257060529929
current_sssc_fixed_grid,kyy,0.9639222370034132
current_sssc_fixed_grid,kyy,0.7411154593659744
current_sssc_fixed_grid,kyy,0.559905761902239
current_sssc_fixed_grid,kyy,0.5689865043792507
current_sssc_fixed_grid,kyy,0.8319446695395417
current_sssc_fixed_grid,kyy,0.8654717525462707
current_sssc_fixed_grid,kyy,0.608578574522678
current_sssc_fixed_grid,kyy,0.8814826377641753
current_sssc_fixed_grid,kyy,1.51220511383013
current_sssc_fixed_grid,kyy,1.0464762348298644
current_sssc_fixed_grid,kyy,0.7234361483073628
current_sssc_fixed_grid,kyy,0.8333560863738421
current_sssc_fixed_grid,kyy,0.5193357691942045
current_sssc_fixed_grid,kyy,0.3963156907406956
current_sssc_fixed_grid,kyy,0.5380641675097849
current_sssc_fixed_grid,kyy,0.8587643343962394
current_sssc_fixed_grid,kyy,0.8011716748169301
current_sssc_fixed_grid,kyy,0.6632889970003186
current_sssc_fixed_grid,kyy,0.6253277355002839
current_sssc_fixed_grid,kyy,0.7975851275630736
current_sssc_fixed_grid,kyy,1.003161843445998
current_sssc_fixed_grid,kyy,0.8449497420143144
current_sssc_fixed_grid,kyy,0.9216974472708704
current_sssc_fixed_grid,kyy,0.9280633855783618
current_sssc_fixed_grid,kyy,0.5518011653289584
current_sssc_fixed_grid,kyy,0.6955166521195355
current_sssc_fixed_grid,kyy,0.6731129950042101
current_sssc_fixed_grid,kyy,0.8768225631020722
current_sssc_fixed_grid,kyy,0.7616349122357945
current_sssc_fixed_grid,kyy,0.5349353348756151
current_sssc_fixed_grid,kyy,0.8512055900526476
current_sssc_fixed_grid,kyy,0.7344553692724881
current_sssc_fixed_grid,kyy,1.679180932642685
current_sssc_fixed_grid,kyy,0.7201962318437082
current_sssc_fixed_grid,kyy,1.0341020681630557
current_sssc_fixed_grid,kyy,0.8999564254242415
current_sssc_fixed_grid,kyy,0.9403743007520333
current_sssc_fixed_grid,kyy,0.9487746089758389
current_sssc_fixed_grid,kyy,0.7568592216798549
current_sssc_fixed_grid,kyy,1.0573376119090019
current_sssc_fixed_grid,kyy,0.5934275510772514
current_sssc_fixed_grid,kyy,0.8912842986571786
current_sssc_fixed_grid,kyy,1.1582510720652144
current_sssc_fixed_grid,kyy,0.9580373613207183
current_sssc_fixed_grid,kyy,0.7973907908491262
current_sssc_fixed_grid,kyy,1.457646396657407
current_sssc_fixed_grid,kyy,0.4849710462814506
current_sssc_fixed_grid,kyy,0.4665487538122939
current_sssc_fixed_grid,kyy,1.4260050279507273
current_sssc_fixed_grid,kyy,1.8677712483368676
current_sssc_fixed_grid,kyy,1.1705781339902455
current_sssc_fixed_grid,kyy,0.5515190138702792
current_sssc_fixed_grid,kyy,0.662761866795316
current_sssc_fixed_grid,kyy,0.48669496257913836
current_sssc_fixed_grid,kyy,0.5299543956849988
current_sssc_fixed_grid,kyy,0.6809517643451843
current_sssc_fixed_grid,kyy,0.8315468478168783
current_sssc_fixed_grid,kyy,0.9797650097719552
current_sssc_fixed_grid,kyy,0.9756000559907565
current_sssc_fixed_grid,kyy,0.7351100696300907
current_sssc_fixed_grid,kyy,1.572861713242298
current_sssc_fixed_grid,kyy,0.6952700981212427
current_sssc_fixed_grid,kyy,0.7598585481852649
current_sssc_fixed_grid,kyy,1.6595569525424303
current_sssc_fixed_grid,kyy,0.7411199020383055
current_sssc_fixed_grid,kyy,0.7265852490870371
current_sssc_fixed_grid,kyy,1.5804954776351565
current_sssc_fixed_grid,kyy,0.7620596131202966
current_sssc_fixed_grid,kyy,0.8503023767480601
current_sssc_fixed_grid,kyy,1.2752901356487918
current_sssc_fixed_grid,kyy,0.9571412442530649
current_sssc_fixed_grid,kyy,0.6210839707667251
current_sssc_fixed_grid,kyy,0.6906185906109799
current_sssc_fixed_grid,kyy,1.6852785005280504
current_sssc_fixed_grid,kyy,0.6230251953563974
current_sssc_fixed_grid,kyy,0.7890296572088855
current_sssc_fixed_grid,kyy,0.9875411495212791
current_sssc_fixed_grid,kyy,1.353845704190895
current_sssc_fixed_grid,kyy,1.0423432912766124
current_sssc_fixed_grid,kyy,0.9074853925867887
current_sssc_fixed_grid,kyy,1.813981973247358
current_sssc_fixed_grid,kyy,0.765988126738916
current_sssc_fixed_grid,kyy,0.7894600262427423
current_sssc_fixed_grid,kyy,0.9104781853184154
current_sssc_fixed_grid,kyy,0.7642251993000754
current_sssc_fixed_grid,kyy,0.619433461903253
current_sssc_fixed_grid,kyy,0.8309658299742322
current_sssc_fixed_grid,kyy,0.9071410699973483
current_sssc_fixed_grid,kyy,0.8036368291957884
current_sssc_fixed_grid,kyy,0.6479451366256797
current_sssc_fixed_grid,kyy,1.7768738982258456
current_sssc_fixed_grid,kyy,0.7211215036404787
current_sssc_fixed_grid,kyy,1.0299777774675427
current_sssc_fixed_grid,kyy,1.641902878386496
current_sssc_fixed_grid,kyy,0.995130762543867
current_sssc_fixed_grid,kyy,1.5422720365812377
current_sssc_fixed_grid,kyy,0.5607965930660678
current_sssc_fixed_grid,kyy,0.5890491198195148
current_sssc_fixed_grid,kyy,1.0267814298225888
current_sssc_fixed_grid,kyy,0.7133725755780812
current_sssc_fixed_grid,kyy,0.6298123713227858
current_sssc_fixed_grid,kyy,0.6399629358646399
current_sssc_fixed_grid,kyy,1.0487317796135176
current_sssc_fixed_grid,kyy,0.6425128949025828
current_sssc_fixed_grid,kyy,0.8953404821734472
current_sssc_fixed_grid,kyy,1.468942293982165
current_sssc_fixed_grid,kyy,0.8442227656289856
current_sssc_fixed_grid,kyy,0.7779722601435419
current_sssc_fixed_grid,kyy,0.9943637932807378
current_sssc_fixed_grid,kyy,0.6332944374893535
current_sssc_fixed_grid,kyy,0.8520073115272218
current_sssc_fixed_grid,kyy,0.7700605127152027
current_sssc_fixed_grid,kyy,0.691697182230311
current_sssc_fixed_grid,kyy,0.8317153997098522
current_sssc_fixed_grid,kyy,0.6721300320667835
current_sssc_fixed_grid,kyy,0.7154714520283064
current_sssc_fixed_grid,kyy,1.5781889675347778
current_sssc_fixed_grid,kyy,0.7436966673079581
current_sssc_fixed_grid,kyy,0.8244935947464982
current_sssc_fixed_grid,kyy,1.9273172682223627
current_sssc_fixed_grid,kyy,0.5722700917327196
current_sssc_fixed_grid,kyy,0.5774665135596594
current_sssc_fixed_grid,kyy,1.0853877923589987
current_sssc_fixed_grid,kyy,1.326934328920378
current_sssc_fixed_grid,kyy,0.7141170271532733
current_sssc_fixed_grid,kyy,0.6596267660634805
current_sssc_fixed_grid,kyy,0.6857086669653673
current_sssc_fixed_grid,kyy,0.631464677177611
current_sssc_fixed_grid,kyy,2.016082973635753
current_sssc_fixed_grid,kyy,0.4848744722699094
current_sssc_fixed_grid,kyy,0.7682557862151149
current_sssc_fixed_grid,kyy,0.6966167730952999
current_sssc_fixed_grid,kyy,1.3411764381962896
current_sssc_fixed_grid,kyy,0.9348841631794864
current_sssc_fixed_grid,kyy,0.8742405057093084
current_sssc_fixed_grid,kyy,1.3659639844634721
current_sssc_fixed_grid,kyy,0.8130583758006618
current_sssc_fixed_grid,kyy,0.8209427450734756
current_sssc_fixed_grid,kyy,0.6083684798801846
current_sssc_fixed_grid,kyy,0.7212812657839722
current_sssc_fixed_grid,kyy,0.9861590291440319
current_sssc_fixed_grid,kyy,0.6867092974760243
current_sssc_fixed_grid,kyy,0.7552822542627851
current_sssc_fixed_grid,kyy,0.6799262679424429
current_sssc_fixed_grid,kyy,1.8025532669699162
current_sssc_fixed_grid,kyy,0.8366653076126113
current_sssc_fixed_grid,kyy,0.6842101611552989
current_sssc_fixed_grid,kyy,0.7400183402171416
current_sssc_fixed_grid,kyy,0.6765282082429012
current_sssc_fixed_grid,kyy,0.9878524727167617
current_sssc_fixed_grid,kyy,0.8598301555426276
current_sssc_fixed_grid,kyy,0.9585272945148149
current_sssc_fixed_grid,kyy,0.8301639936022805
current_sssc_fixed_grid,kyy,0.6782692913151843
current_sssc_fixed_grid,kyy,1.6483198262107384
current_sssc_fixed_grid,kyy,0.7036641552861785
current_sssc_fixed_grid,kyy,1.0132524413873645
current_sssc_fixed_grid,kyy,0.6306779418987147
current_sssc_fixed_grid,kyy,0.7382623345693502
current_sssc_fixed_grid,kyy,0.7858475262988106
current_sssc_fixed_grid,kyy,0.7476971116774936
current_sssc_fixed_grid,kyy,0.46981268386105135
current_sssc_fixed_grid,kyy,0.5172722281029039
current_sssc_fixed_grid,kyy,0.8015184182640054
current_sssc_fixed_grid,kyy,1.276513500018719
current_sssc_fixed_grid,kyy,0.695478533851898
current_sssc_fixed_grid,kyy,1.2479943635933162
current_sssc_fixed_grid,kyy,0.8023305538924981
current_sssc_fixed_grid,kyy,0.7138777856770302
current_sssc_fixed_grid,kyy,0.8963951819870262
current_sssc_fixed_grid,kyy,0.5993283042083286
current_sssc_fixed_grid,kyy,1.3216012532580041
current_sssc_fixed_grid,kyy,0.99343109419631
current_sssc_fixed_grid,kyy,0.5797584417865959
current_sssc_fixed_grid,kyy,1.3691702321373107
current_sssc_fixed_grid,kyy,0.9246528163797085
current_sssc_fixed_grid,kyy,1.2987846710243962
current_sssc_fixed_grid,kyy,0.7610772722377629
current_sssc_fixed_grid,kyy,1.42666149363634
current_sssc_fixed_grid,kyy,1.490018297670435
current_sssc_fixed_grid,kyy,0.6189291382424311
current_sssc_fixed_grid,kyy,0.9245631574142474
current_sssc_fixed_grid,kyy,0.6773783453721456
current_sssc_fixed_grid,kyy,0.7415604702900609
current_sssc_fixed_grid,kyy,0.7887905674615016
current_sssc_fixed_grid,kyy,0.6041961306122522
current_sssc_fixed_grid,kyy,0.7387211389196111
current_sssc_fixed_grid,kyy,0.6139857022420099
current_sssc_fixed_grid,kyy,1.656857936996768
current_sssc_fixed_grid,kyy,0.7745843392238239
current_sssc_fixed_grid,kyy,1.006838835155301
current_sssc_fixed_grid,kyy,0.9969605431801483
current_sssc_fixed_grid,kyy,0.5846074656191457
current_sssc_fixed_grid,kyy,0.5230870196170843
current_sssc_fixed_grid,kyy,0.9633289514285144
current_sssc_fixed_grid,kyy,1.0735895923685175
current_sssc_fixed_grid,kyy,0.7920574449075978
current_sssc_fixed_grid,kyy,1.3110944267187947
current_sssc_fixed_grid,kyy,0.6974812698815764
current_sssc_fixed_grid,kyy,0.7099016154646905
current_sssc_fixed_grid,kyy,0.8154008519818273
current_sssc_fixed_grid,kyy,0.6478504528936478
current_sssc_fixed_grid,kyy,0.6858315565498875
current_sssc_fixed_grid,kyy,0.9484984387275694
current_sssc_fixed_grid,kyy,0.7754987569188603
current_sssc_fixed_grid,kyy,0.7678893669953096
current_sssc_fixed_grid,kyy,1.2317478457871127
current_sssc_fixed_grid,kyy,0.5710455168673253
current_sssc_fixed_grid,kyy,1.5420384414918458
current_sssc_fixed_grid,kyy,1.1032275775090454
current_sssc_fixed_grid,kyy,0.49329934828674804
current_sssc_fixed_grid,kyy,0.8063129743134536
current_sssc_fixed_grid,kyy,0.5274072002035666
current_sssc_fixed_grid,kyy,1.251890142719391
current_sssc_fixed_grid,kyy,0.8168761724646911
current_sssc_fixed_grid,kyy,0.5807489161900504
current_sssc_fixed_grid,kyy,0.7077261409400779
current_sssc_fixed_grid,kyy,1.076508821513888
current_sssc_fixed_grid,kyy,0.958917288056356
current_sssc_fixed_grid,kyy,0.4860490145669903
current_sssc_fixed_grid,kyy,0.7134969661475914
current_sssc_fixed_grid,kyy,1.2406678965665214
current_sssc_fixed_grid,kyy,1.0810176230099844
current_sssc_fixed_grid,kyy,0.5194240190191026
current_sssc_fixed_grid,kyy,1.321976788275386
current_sssc_fixed_grid,kyy,0.7485197528769629
current_sssc_fixed_grid,kyy,0.6254217231980135
current_sssc_fixed_grid,kyy,0.7792860045989503
current_sssc_fixed_grid,kyy,1.1576992972725197
current_sssc_fixed_grid,kyy,1.5572412651156835
current_sssc_fixed_grid,kyy,0.3749757475348212
current_sssc_fixed_grid,kyy,0.4591353873239152
current_sssc_fixed_grid,kyy,0.8515377453414127
current_sssc_fixed_grid,kyy,1.5329348390245792
current_sssc_fixed_grid,kyy,0.4629993273019134
current_sssc_fixed_grid,kyy,0.8002543199148147
current_sssc_fixed_grid,kyy,0.8424716370548052
current_sssc_fixed_grid,kyy,1.4338473387832298
current_sssc_fixed_grid,kyy,0.6501970053915231
current_sssc_fixed_grid,kyy,0.5552827381631587
current_sssc_fixed_grid,kyy,1.0141478738143133
current_sssc_fixed_grid,kyy,0.7477268357033204
current_sssc_fixed_grid,kyy,0.7647078822800716
current_sssc_fixed_grid,kyy,0.6063853197458409
current_sssc_fixed_grid,kyy,0.605911224630796
current_sssc_fixed_grid,kyy,0.7050449484559552
current_sssc_fixed_grid,kyy,0.7677485904237124
current_sssc_fixed_grid,kyy,0.6685909684780591
current_sssc_fixed_grid,kyy,0.6607928126071976
current_sssc_fixed_grid,kyy,0.8361505949055521
current_sssc_fixed_grid,kyy,1.20701881989956
current_sssc_fixed_grid,kyy,1.3601756172577586
current_sssc_fixed_grid,kyy,0.6615836811125959
current_sssc_fixed_grid,kyy,0.8619248251699262
current_sssc_fixed_grid,kyy,0.7184577882073352
current_sssc_fixed_grid,kyy,0.6778447683431289
current_sssc_fixed_grid,kyy,0.875281194625117
current_sssc_fixed_grid,kyy,0.9114889758542407
current_sssc_fixed_grid,kyy,1.5882956518201787
current_sssc_fixed_grid,kyy,0.897289088567089
current_sssc_fixed_grid,kyy,0.6018389965037809
current_sssc_fixed_grid,kyy,0.9034093490499344
current_sssc_fixed_grid,kyy,0.7921729905265414
current_sssc_fixed_grid,kyy,0.9918206802757336
current_sssc_fixed_grid,kyy,0.584557462365817
current_sssc_fixed_grid,kyy,1.3462082761144505
current_sssc_fixed_grid,kyy,0.8514651893072782
current_sssc_fixed_grid,kyy,0.9347986863824551
current_sssc_fixed_grid,kyy,0.7900713782153741
current_sssc_fixed_grid,kyy,1.8058038545197674
current_sssc_fixed_grid,kyy,0.5534688611502158
current_sssc_fixed_grid,kyy,0.792643915228085
current_sssc_fixed_grid,kyy,0.5514544518147085
current_sssc_fixed_grid,kyy,1.8827155891943226
current_sssc_fixed_grid,kyy,0.6940281656844877
current_sssc_fixed_grid,kyy,0.7201106984892719
current_sssc_fixed_grid,kyy,0.6905324176773775
current_sssc_fixed_grid,kyy,1.188614994979545
current_sssc_fixed_grid,kyy,0.46432702298588174
current_sssc_fixed_grid,kyy,0.8427816381900634
current_sssc_fixed_grid,kyy,0.7152195831967842
current_sssc_fixed_grid,kyy,1.0550771196045552
current_sssc_fixed_grid,kyy,0.5733121452039124
current_sssc_fixed_grid,kyy,0.7386820358224016
current_sssc_fixed_grid,kyy,1.5538202505838012
current_sssc_fixed_grid,kyy,0.9335395730633149
current_sssc_fixed_grid,kyy,1.0387107056050913
current_sssc_fixed_grid,kyy,1.45953841369793
current_sssc_fixed_grid,kyy,0.48614338032363497
current_sssc_fixed_grid,kyy,0.7425737712800604
current_sssc_fixed_grid,kyy,0.6448997951680353
current_sssc_fixed_grid,kyy,1.3004771599029021
current_sssc_fixed_grid,kyy,0.7803247141120995
current_sssc_fixed_grid,kyy,0.6513331834836109
current_sssc_fixed_grid,kyy,1.0034488374862225
current_sssc_fixed_grid,kyy,1.3639817982374125
current_sssc_fixed_grid,kyy,0.9121278656378845
current_sssc_fixed_grid,kyy,1.8694769929264667
current_sssc_fixed_grid,kyy,0.8973036563127932
current_sssc_fixed_grid,kyy,0.6293498356796466
current_sssc_fixed_grid,kyy,0.999362433189673
current_sssc_fixed_grid,kyy,0.7693494422696129
current_sssc_fixed_grid,kyy,0.7637855906633048
current_sssc_fixed_grid,kyy,0.6663976924210248
current_sssc_fixed_grid,kyy,0.8028741671934819
current_sssc_fixed_grid,kyy,0.6963888669643767
current_sssc_fixed_grid,kyy,0.6055740731599658
current_sssc_fixed_grid,kyy,0.6404364964367766
current_sssc_fixed_grid,kyy,0.6772786583249562
current_sssc_fixed_grid,kyy,0.3444286503306344
current_sssc_fixed_grid,kyy,0.7896828114141143
current_sssc_fixed_grid,kyy,0.8010161939418952
current_sssc_fixed_grid,kyy,1.542039930297053
current_sssc_fixed_grid,kyy,0.8963227844659942
current_sssc_fixed_grid,kyy,0.7187753251723524
current_sssc_fixed_grid,kyy,0.7850778021794812
current_sssc_fixed_grid,kyy,0.6374109201049296
