Window,Nsim,Repeat,Metric,Component,Score
famp1,50,25,Wasserstein,kyy,0.155182418620691
famp1,50,25,Wasserstein,kzz,0.137683761139478
famp1,50,26,MAE,kxx,0.0144458333333333
famp1,50,26,MAE,kyy,0.0120208333333333
famp1,50,26,MAE,kzz,0.0119791666666667
famp1,50,26,Hellinger,kxx,0.234748940035759
famp1,50,26,Hellinger,kyy,0.168785806299216
famp1,50,26,Hellinger,kzz,0.241042010633294
famp1,50,26,Wasserstein,kxx,0.193558830739216
famp1,50,26,Wasserstein,kyy,0.18460255321277
famp1,50,26,Wasserstein,kzz,0.258223504707227
famp1,50,27,MAE,kxx,0.0132458333333333
famp1,50,27,MAE,kyy,0.0142125
famp1,50,27,MAE,kzz,0.0103416666666667
famp1,50,27,Hellinger,kxx,0.148183301944957
famp1,50,27,Hellinger,kyy,0.234407640625065
famp1,50,27,Hellinger,kzz,0.168621909186057
famp1,50,27,Wasserstein,kxx,0.173229580092244
famp1,50,27,Wasserstein,kyy,0.152764114149711
famp1,50,27,Wasserstein,kzz,0.0762586938480976
famp1,50,28,MAE,kxx,0.0136333333333333
famp1,50,28,MAE,kyy,0.0122208333333333
famp1,50,28,MAE,kzz,0.00632916666666667
famp1,50,28,Hellinger,kxx,0.181266592096527
famp1,50,28,Hellinger,kyy,0.1590433893881
famp1,50,28,Hellinger,kzz,0.155037021879158
famp1,50,28,Wasserstein,kxx,0.141137368098171
famp1,50,28,Wasserstein,kyy,0.181955289148282
famp1,50,28,Wasserstein,kzz,0.0918310041590076
famp1,50,29,MAE,kxx,0.01235
famp1,50,29,MAE,kyy,0.00869166666666667
famp1,50,29,MAE,kzz,0.00599583333333333
famp1,50,29,Hellinger,kxx,0.178417266932859
famp1,50,29,Hellinger,kyy,0.190673279058795
famp1,50,29,Hellinger,kzz,0.195409483066664
famp1,50,29,Wasserstein,kxx,0.173774489243049
famp1,50,29,Wasserstein,kyy,0.0637125412193003
famp1,50,29,Wasserstein,kzz,0.241624870043878
famp1,50,30,MAE,kxx,0.0086
famp1,50,30,MAE,kyy,0.011675
famp1,50,30,MAE,kzz,0.0148375
famp1,50,30,Hellinger,kxx,0.195269860865848
famp1,50,30,Hellinger,kyy,0.138032247749558
famp1,50,30,Hellinger,kzz,0.196894633534891
famp1,50,30,Wasserstein,kxx,0.169620749125652
famp1,50,30,Wasserstein,kyy,0.0851979312747521
