Window,Component,N,Mean_mD,Std_mD,P05_mD,P25_mD,Median_mD,P75_mD,P95_mD
famp1,Kx,2000,2.87201617004928,2.40323728697417,0.00520731006231998,0.991216651619389,2.3861255528054,4.18650145347866,7.26260987363834
famp1,Ky,2000,11.6736479892329,9.34444439372815,4.32300603092111e-05,4.61899206717152,10.7600883398464,16.9774499045782,27.2983925256073
famp1,Kz,2000,5.7460013487089,6.72235199645856,3.45141864499437e-05,6.0853782877514e-05,3.67980306051866,9.15012307415499,18.8272435148753
famp2,Kx,2000,0.443152571682881,1.31065115058945,8.08312013666909e-06,1.9097681580119e-05,0.00125554049359513,0.0132756491071936,2.97149522467665
famp2,Ky,2000,0.885858926713343,2.7595699669357,1.99740253381112e-05,3.5078311019266e-05,6.64999906111926e-05,0.09251051399393,5.36159591422496
famp2,Kz,2000,3.91402011542379,4.57539665187105,3.8966950594486e-05,0.000109468801851206,2.51780712435711,6.52246733446991,12.9366189087065
famp3,Kx,2000,0.582559808891295,1.48179701840996,9.05073340570997e-06,1.84120676810907e-05,0.00136454434332952,0.0166628663131362,3.7885757803074
famp3,Ky,2000,1.01497486600457,3.13035798696365,2.16821289372909e-05,3.79253634815786e-05,7.28877771714869e-05,0.0889088118747609,6.20058800899803
famp3,Kz,2000,4.72955051609317,5.33445150792955,3.99621018692889e-05,0.00019267958073768,3.21457064392736,7.70505624814893,15.2036620857068
famp4,Kx,2000,0.7132029944426,1.90054745949729,9.8142619796542e-06,1.90989632775918e-05,0.00112183612539919,0.0153658890300173,4.80664931164573
famp4,Ky,2000,1.09985190216538,4.04672102293019,2.49862026567407e-05,4.07976119944706e-05,7.50911540111332e-05,0.029321561529461,6.42479694666417
famp4,Kz,2000,5.75041975082923,6.56715384201256,4.11015222116687e-05,0.000519861848805123,3.73765261889019,9.41690829826533,18.4963616132867
famp5,Kx,2000,0.740146902643609,2.176965179019,1.13048543287025e-05,2.07620044657813e-05,0.00108103973480734,0.015870498656941,5.1090483563868
famp5,Ky,2000,1.33971363986672,5.4981157693681,2.87824033762617e-05,4.75701258453277e-05,8.17208166061276e-05,0.00469669560780372,7.19823641143305
famp5,Kz,2000,5.7815971018382,6.59932150173919,4.80525007072772e-05,0.00266942736760707,3.81167719546059,9.42437634696005,19.036295950628
famp6,Kx,2000,0.119750356282085,0.363749008274929,1.53185868539777e-05,2.56982242611542e-05,0.00351391770635757,0.0551261946748398,0.703629474337633
famp6,Ky,2000,10.7169899832192,13.3066692098972,3.09488486142149,4.2668204672846,5.73801275353014,9.19127558448842,39.4630880708565
famp6,Kz,2000,3.40108199428673,5.68058521721944,4.75525097251635e-05,0.000107549717562945,0.134993173957937,5.35349220961572,15.5586361514919
