Window,Component,N,Mean_mD,Std_mD,P05_mD,P25_mD,Median_mD,P75_mD,P95_mD
famp1,Kx,2000,2.6917953263138,0.868673554727031,1.4517732041258,2.08140427767383,2.61465803045098,3.16690228770898,4.30315026919427
famp1,Ky,2000,3.21542018990388,1.46942425034301,1.44909240782894,2.28997965014459,2.94765660874319,3.80407080154595,5.80114955287871
famp1,Kz,2000,4.45421149195604,2.44572409954498,0.737851283352317,2.72613417602671,4.24163210366913,6.00686229002298,8.84624279472533
famp2,Kx,2000,1.73090758237169,0.789332481158429,0.657750818784058,1.19515825422619,1.6429308707299,2.17354032353519,3.06424671557617
famp2,Ky,2000,2.0321239200596,1.54387628113132,0.437365357644617,1.15442390677143,1.7801547139221,2.5511475710156,4.41370634958336
famp2,Kz,2000,4.48588791306983,2.6707949023377,0.597509916513262,2.64548169899038,4.21480614581158,6.11912823441951,9.18153749551905
famp3,Kx,2000,2.45382684129207,1.14465238982309,0.846420588205827,1.66814984369905,2.30573232984929,3.08881725564137,4.55630358080711
famp3,Ky,2000,2.8790466056687,2.28087947340667,0.565093939801645,1.56390277659942,2.44599801486799,3.56316488971555,6.22356452682427
famp3,Kz,2000,6.70762903376702,4.10315171314066,0.792859283018537,3.61337994294762,6.22022208917144,9.25337760662134,13.5829374406513
famp4,Kx,2000,3.69206248706588,1.68997697673255,1.37866025797257,2.49306433776046,3.49422175195242,4.66308119875258,6.72063180423958
famp4,Ky,2000,4.14196093707677,2.93769668703802,0.778925148748217,2.22498060067027,3.55776601813564,5.31537990337584,9.85576995622558
famp4,Kz,2000,10.5166883407744,6.50374060840326,1.52751064827899,5.72772387480561,9.47936882893837,14.4433706454408,22.4579319861175
famp5,Kx,2000,5.7522891653605,2.66587184452204,2.10543548302896,3.99192746016174,5.37625754790389,7.1644719431827,10.3846236344429
famp5,Ky,2000,6.29617386128561,4.82894031657864,1.01121616181948,3.41121148313965,5.37360861429758,8.00426195329321,14.0211913634723
famp5,Kz,2000,15.7096550549083,9.33370623366874,2.09657779354181,8.9147491331342,14.8351429762847,21.4818194240867,32.2485219912657
famp6,Kx,2000,17.1029987785241,6.01430966670609,8.66999973768973,12.9679601421603,16.4762515846381,20.5388577545069,27.3163772425234
famp6,Ky,2000,13.6400461795037,11.1476220730514,1.91775407268263,5.86545657273032,11.6214994455351,18.219903829179,32.3373727932434
famp6,Kz,2000,24.1856205779534,15.4478123352589,0.00014289810606916,12.9594912501433,23.1769263753346,33.752549118422,51.249094871531
