Window,Component,N,Mean_mD,Std_mD,P05_mD,P25_mD,Median_mD,P75_mD,P95_mD
famp1,Kx,2000,1.67866944212457,2.260817896107,4.90407243932896e-06,0.0021081527965475,0.144032157581097,2.84422666909665,6.22785683968652
famp1,Ky,2000,8.1763742988064,8.79267611884037,1.32962949885891e-05,0.0360593675004655,5.99558709042601,13.2840810724727,24.678303075835
famp1,Kz,2000,2.66828776025872,3.96841456239149,1.51501284841038e-05,2.09130645966214e-05,0.519151323431645,4.40463192496608,10.8106092654056
famp2,Kx,2000,0.599406703045074,1.50872820196112,3.5205609322439e-06,6.00873006791135e-06,0.00138823204856459,0.0202294101138654,3.69598592151368
famp2,Ky,2000,1.36857580565722,4.61284863173123,9.77186620762969e-06,1.69397485898873e-05,3.16574152377626e-05,0.30412963080809,7.87672257681534
famp2,Kz,2000,3.54370058283659,4.70737706544646,1.64558432082115e-05,3.3676104254195e-05,1.32974523138706,6.04794605663281,12.9137898310716
famp3,Kx,2000,0.707977139264288,1.81165951243653,3.77749981963707e-06,6.18311645771869e-06,0.00122151315819083,0.0191626004584756,4.64165607404535
famp3,Ky,2000,1.34211395367156,4.05411326420048,1.0782348868469e-05,1.74518547628087e-05,3.0634081281714e-05,0.0810076653931697,7.79420323686565
famp3,Kz,2000,3.77149921146999,5.18830968841976,1.66448384667487e-05,3.80362587595942e-05,0.936539598777206,6.15244066854127,14.7583618467354
famp4,Kx,2000,0.803099070137777,2.16421950163512,4.09592549067196e-06,6.58484234520477e-06,0.00110034135567911,0.017245898590577,5.52602953915901
famp4,Ky,2000,1.41254227870085,5.3794086879189,1.16391070275049e-05,1.91781011000279e-05,3.20930681624607e-05,0.00522143612002464,8.0677169057069
famp4,Kz,2000,4.69930811938134,6.1822567911779,1.79858183802156e-05,4.36056091237693e-05,1.86482907817827,7.7066748725814,17.2014637219535
famp5,Kx,2000,0.916480734412939,2.32699268461499,4.70786548903768e-06,7.74868360692626e-06,0.00174443763455362,0.0238096074880458,5.81929029683697
famp5,Ky,2000,1.3254484937371,4.51639273311102,1.35638201659718e-05,2.15257223949359e-05,3.56633950582153e-05,0.00459432171527507,8.14475819507933
famp5,Kz,2000,5.20218967753043,6.7282204518705,2.13741035370886e-05,5.38907759384514e-05,2.46987725643037,8.32202386251374,19.4376498819584
famp6,Kx,2000,0.0665588085600248,0.22146637621359,5.70693477132691e-06,8.57497844734929e-06,0.00116624860097518,0.0251747384906552,0.394073123434059
famp6,Ky,2000,8.80434814924083,11.099536984987,2.84188440506786,3.68069368519633,4.8208305921858,7.39872711302204,33.5204927664526
famp6,Kz,2000,2.02440063398283,4.07712911413471,1.90945102487879e-05,3.29913525955971e-05,0.00281782486474164,2.5287885808165,10.3544675074333
