Window,Component,N,Mean_mD,Std_mD,P05_mD,P25_mD,Median_mD,P75_mD,P95_mD
famp1,Kx,2000,5.95464037293532,1.38677023746937,3.81687391302195,5.04802774236376,5.87307822053402,6.74240839518452,8.32211039006868
famp1,Ky,2000,6.64435431325695,2.06058788528342,4.24102474523949,5.3685636844679,6.30263644132798,7.48189500791606,9.92595292688606
famp1,Kz,2000,10.5066258705515,3.00461067594867,5.88342104002864,8.64181445488445,10.4577838473656,12.2449191334712,15.6245038544831
famp2,Kx,2000,6.71109134814419,1.75392856233066,4.16367426684442,5.52340602639423,6.5612484872546,7.63877764573094,9.74926279296373
famp2,Ky,2000,8.08818882705491,2.84597139900226,5.00707451679593,6.36625955809454,7.55853639481481,8.95694401545639,12.8856914335905
famp2,Kz,2000,13.7579147432724,4.26124561479915,7.0971570979044,10.9567366440425,13.5658862091703,16.3045267291231,20.7599028091469
famp3,Kx,2000,9.89409670968925,2.47450398873115,6.20412759572757,8.27653654736082,9.67872981360792,11.2946061386042,14.1776896764324
famp3,Ky,2000,11.7420164801327,3.89913044611787,7.4102973913931,9.30153444227138,11.0388490499009,13.2311598206087,18.3808149607095
famp3,Kz,2000,20.5856762266972,6.28000334766499,10.5855366094721,16.5535633279493,20.4536723473223,24.2910061718456,30.9362960330482
famp4,Kx,2000,14.9329059499392,3.77141620057024,9.29037554066205,12.5068914537486,14.4716156101121,17.1656708726854,21.6595996108682
famp4,Ky,2000,17.6393641640223,5.70406010573823,11.1272710796251,14.0088843435338,16.6146114725707,19.9202477310288,27.3817704341436
famp4,Kz,2000,31.5656760253034,9.16565294034577,17.11112588616,25.5979087673828,31.1174803307791,37.5056527858838,46.9224936884282
famp5,Kx,2000,22.411398203235,5.59211089553772,14.0677758814331,18.7205707484392,21.9634548577908,25.7497567679275,31.9577115834988
famp5,Ky,2000,26.2975737876387,8.54948821202273,16.7641156874991,20.8764993635326,24.7442748420126,29.6661781682785,40.2741432927711
famp5,Kz,2000,46.4396896147753,13.8230890439797,24.635977218873,37.2882558733504,45.8895124439703,55.2025544580842,69.4264854944533
famp6,Kx,2000,41.1951133563116,8.70546070764714,27.9682255032438,35.04373281355,40.8669599342263,46.3938379474651,56.1302805003031
famp6,Ky,2000,43.1347452355204,13.8521824925618,25.7127437382647,34.1002375542078,41.1522729004946,49.9299091963856,66.6661025493367
famp6,Kz,2000,68.0259780131984,18.6558046685869,37.539946149916,56.6460316506175,67.6212176848397,79.7654758823553,98.2190731894492
