Window,Component,N,Mean_mD,Std_mD,P05_mD,P25_mD,Median_mD,P75_mD,P95_mD
famp1,Kx,2000,0.181357579605034,0.0440829509934568,0.114179969025219,0.152527591324126,0.178643588921589,0.208027012002699,0.257545505710593
famp1,Ky,2000,0.235555273372944,0.0730688385111069,0.151519385818651,0.186926018978971,0.22472825562436,0.264829791698482,0.360136795937566
famp1,Kz,2000,0.380412449299813,0.104339290988915,0.221489088322705,0.31111723731246,0.376872551271666,0.441031686739971,0.559189586764651
famp2,Kx,2000,0.20136848867606,0.0553909628387184,0.115894415093588,0.16453053382025,0.197908691615524,0.234798279213109,0.300233203121899
famp2,Ky,2000,0.278407117173656,0.0929018294713539,0.168673904944907,0.21771408861295,0.261716758119478,0.317735102316692,0.452999161495968
famp2,Kz,2000,0.496246962660325,0.154093489581711,0.248888420837488,0.395179817377131,0.498559046297635,0.589720101030553,0.759014000794255
famp3,Kx,2000,0.30407474369746,0.0829226522414728,0.178435943816106,0.248608686330072,0.299147021166338,0.352696985683456,0.448879109661598
famp3,Ky,2000,0.426114679402635,0.152839164587231,0.260055550227795,0.329216702308821,0.397258597230156,0.484729690176577,0.681334904197984
famp3,Kz,2000,0.759331469572319,0.233201930903423,0.396994239667013,0.608984586981973,0.749396892162618,0.9065044034297,1.1429471258615
famp4,Kx,2000,0.4549882609366,0.124736975715186,0.267073099639976,0.372096393257519,0.446940764171958,0.524490780025742,0.668577820157756
famp4,Ky,2000,0.643646583051962,0.238389235712541,0.379802836428971,0.494646155756575,0.602132790445404,0.731524249828888,1.0397672515797
famp4,Kz,2000,1.15186176437536,0.348162006647676,0.61161568360448,0.927760541583202,1.13422094633835,1.36023418424628,1.7594401766659
famp5,Kx,2000,0.685776039215609,0.191219102237527,0.418583664258235,0.555664178618361,0.668908263944342,0.788190392519877,1.02083258492305
famp5,Ky,2000,0.950333655189014,0.359328146134067,0.563440279853034,0.732544233118511,0.878329151846378,1.08632931606138,1.51031140127853
famp5,Kz,2000,1.71664754361882,0.523287717014553,0.911936843951846,1.37917418630069,1.69585031792946,2.03361942737362,2.59139618553853
famp6,Kx,2000,1.54024443829085,0.383041028814728,0.96708491924282,1.28847204775554,1.51561802643818,1.76288521627358,2.18235926759735
famp6,Ky,2000,1.81198175107074,0.657783051631018,1.04649106859596,1.40410419056859,1.688628831453,2.05900804910655,2.88538235965465
famp6,Kz,2000,3.04982418632807,0.859295953818171,1.70160464204622,2.50408309256415,3.02518267844958,3.57088151470612,4.47055950952348
