Window,Component,N,Mean_mD,Std_mD,P05_mD,P25_mD,Median_mD,P75_mD,P95_mD
famp1,Kx,2000,0.00420796321400326,0.00388209447445157,3.83666712310337e-05,0.00125346394564978,0.00326169894189647,0.00616420097663805,0.0116252970218291
famp1,Ky,2000,0.0702589030723043,0.0447047320605337,0.0268092233693957,0.046870123565912,0.0611482498379709,0.0830604216780455,0.135100430912385
famp1,Kz,2000,0.107714644098403,0.0587266425654912,0.0259002731813489,0.0679215403107179,0.100662957693141,0.136493566350095,0.214997879434815
famp2,Kx,2000,0.000162040704736504,0.000835994514476452,1.00965024926748e-05,1.86585627471867e-05,3.11853144502368e-05,5.91420460975533e-05,0.000220362047062038
famp2,Ky,2000,0.0172744405764995,0.0470447450839456,4.0458000654338e-05,0.00234329552476049,0.00842607418462763,0.0182207423380557,0.0562532322007705
famp2,Kz,2000,0.100581670439094,0.0626860499969074,0.0170355763223536,0.0554388401391002,0.0901022286995384,0.135043808139556,0.220828060404959
famp3,Kx,2000,0.00019766636180618,0.00123475542768259,1.12340771137901e-05,2.23460088050686e-05,3.92113004041949e-05,7.75610995204082e-05,0.000317607402918904
famp3,Ky,2000,0.0235271103451742,0.0581979337245569,4.3490194875841e-05,0.00195883101889808,0.0107533013323715,0.0236032296241331,0.0748288703338314
famp3,Kz,2000,0.141872097327443,0.0913106659736025,0.0218052545588782,0.0776674807062669,0.126430346938534,0.188292386808092,0.314156473725353
famp4,Kx,2000,0.000205458560613564,0.00100762517970657,1.4445193178174e-05,2.93852408962879e-05,5.10320102585436e-05,0.000103124324289863,0.000397631444398528
famp4,Ky,2000,0.0337062123973376,0.0871809228006128,5.14307615319281e-05,0.00290414583461055,0.0157616199622928,0.0344175382846006,0.111013280065562
famp4,Kz,2000,0.214762806114094,0.138653970028906,0.0367832798385614,0.119414837908916,0.194186213750159,0.281369504148703,0.460262122089418
famp5,Kx,2000,0.000308172410647907,0.00178712723970719,1.74508973004064e-05,3.56241840518482e-05,6.38726154142705e-05,0.000135267165144775,0.000512649547653872
famp5,Ky,2000,0.0468244264949164,0.114956468655527,5.41683763960025e-05,0.00321182114054886,0.020554065630206,0.0449800551418148,0.160114938830137
famp5,Kz,2000,0.296693578051057,0.191155823960006,0.0471570399806777,0.163806525982225,0.264199103831086,0.391546058274125,0.65253852411737
famp6,Kx,2000,0.0381744861186974,0.0332452482374734,3.37147899582411e-05,0.0124352668901514,0.0314963374474727,0.0564473363542134,0.103283109641207
famp6,Ky,2000,0.516418395043758,0.426193038306598,0.0511583781125728,0.232431545087241,0.439867310461221,0.692936608976231,1.1970905340678
famp6,Kz,2000,0.633316560455208,0.417454085768293,0.0580649928885283,0.322448026833519,0.57044758015822,0.863530886699984,1.39885321923614
