Window,Component,N,Mean_mD,Std_mD,P05_mD,P25_mD,Median_mD,P75_mD,P95_mD
famp1,Kx,2000,93.4592127844789,8.11952523003392,80.3487236111162,88.0587985411797,93.4082683680389,98.8087302372019,106.74461146703
famp1,Ky,2000,126.495030109667,14.5507820062417,104.008047020896,116.912756683538,125.339405607853,135.35073360244,152.181953576084
famp1,Kz,2000,127.176374439759,20.8981759906874,87.4412196664606,118.62465071581,131.062751069663,140.894951344688,153.397796514749
famp2,Kx,2000,69.655888350094,8.47146864394799,55.1586474766457,64.3364742485114,69.5909388221464,75.0999209583135,83.2283646023857
famp2,Ky,2000,100.674119304664,13.9895048276183,79.7262916665119,91.1430863575988,99.7467578405307,109.628587472073,124.634936333454
famp2,Kz,2000,110.239068296723,18.9995856959622,76.2538825892935,101.962236037229,113.198247518862,123.092170179645,133.430408046501
famp3,Kx,2000,68.731434848995,9.03977956937109,54.0874120828423,62.780290141334,68.6208059005402,74.5255352930886,83.2618009222513
famp3,Ky,2000,99.5985405376876,14.9283705679667,77.3422713264407,89.6124441975281,98.6088335965412,108.259583552243,125.447214286862
famp3,Kz,2000,109.489388807122,20.0506363652526,72.8349653443192,101.175284661421,112.968175976623,122.807096706109,134.165449692165
famp4,Kx,2000,69.0852362870635,8.65065897886459,55.3616332499252,63.9050474700664,68.8742129582214,74.4434760391455,83.108645599797
famp4,Ky,2000,99.8747951803691,15.3614660516232,77.4356446305432,89.858769659632,98.5365034202769,108.491172364944,126.644300209532
famp4,Kz,2000,111.127322236305,18.9639082114142,76.4987651353631,102.18784914559,114.511836344346,123.18944893701,134.277697293729
famp5,Kx,2000,69.5877721599065,8.57948472915125,56.1378472674128,64.0868005881563,69.3174270252988,74.9433728356823,83.9150692454384
famp5,Ky,2000,100.213899373586,14.7584517877021,78.6671147740284,90.4194923435026,99.194074052246,107.959251970325,125.311883305078
famp5,Kz,2000,110.883296599917,19.3739545923596,75.6921013793471,102.827562489332,114.7691528419,123.150383224113,134.294932492054
famp6,Kx,2000,97.1697726536727,8.91959345189579,82.8600291582649,91.4077352249253,97.1478923275686,102.928498200911,111.391125576173
famp6,Ky,2000,105.842144004493,21.5610777421693,72.1317572903148,91.6871970942115,105.3221169976,119.20944407815,141.825292790406
famp6,Kz,2000,114.489927263644,24.2844306113272,68.9428133933432,102.928959168336,118.233395057211,130.76001137827,146.043338342541
