Window,Component,N,Mean_mD,Std_mD,P05_mD,P25_mD,Median_mD,P75_mD,P95_mD
famp1,Kx,2000,0.00633858231956467,0.00727372645472731,0.000161554713031403,0.00181021608250872,0.00414929987273583,0.00797871289113006,0.0207739143624247
famp1,Ky,2000,0.100360132631686,0.0511372309253675,0.0468262365819657,0.0688104868131935,0.0892272113644725,0.117184889306923,0.196801521349304
famp1,Kz,2000,0.192506335777018,0.0708417327271826,0.0879615591642127,0.142431833767698,0.188278755388695,0.23624278972217,0.311836085465325
famp2,Kx,2000,0.000356691398067204,0.00221739952466487,3.76957977930464e-05,7.26198044038953e-05,0.000118504388719927,0.000202481432509798,0.000541911761659516
famp2,Ky,2000,0.0517540132741199,0.0689119755946431,0.00232986559366753,0.0138978818197226,0.0287341493350552,0.0606843042438563,0.180721982122231
famp2,Kz,2000,0.212289966006181,0.0990871052599147,0.0706893637363419,0.142955937978614,0.199072448886031,0.269723918287645,0.391178580779924
famp3,Kx,2000,0.000663215494988247,0.00370606739977442,5.09130487285006e-05,0.000100038387360696,0.000160136557046594,0.000287037792316259,0.00114695662145801
famp3,Ky,2000,0.0761360567495138,0.107805153739769,0.00217063538822474,0.0179570751139547,0.0378108920197705,0.0865146278546215,0.286993748137882
famp3,Kz,2000,0.310356146511552,0.143598693079735,0.112226529242099,0.207576019310511,0.291557929099061,0.395494512145562,0.570931408081414
famp4,Kx,2000,0.000791572177638916,0.00479220151641247,5.95425546290353e-05,0.000127263688355329,0.000209133021373813,0.000374614702250579,0.00121474554353121
famp4,Ky,2000,0.115292455687355,0.157283131217353,0.00115385644304361,0.0265082531961493,0.0583217169031936,0.134771253359759,0.449605624518747
famp4,Kz,2000,0.462334942153827,0.215344077608836,0.156988048070336,0.304279272401368,0.43576979562992,0.596792498565786,0.861825226532927
famp5,Kx,2000,0.00148140103280548,0.0105343103755967,8.02648709201818e-05,0.000159437353933665,0.00026573917347873,0.000511338969352234,0.00242507446141881
famp5,Ky,2000,0.179526389058773,0.270675189272901,0.00298972315616597,0.0392417209178938,0.0848586713482784,0.200972399693691,0.684423286218968
famp5,Kz,2000,0.648593726673582,0.314872258521313,0.216982161486737,0.423508385122269,0.613635405281031,0.81545003730536,1.22480812674039
famp6,Kx,2000,0.120234930166619,0.0946326323170738,0.0221593794087744,0.0659546163309407,0.0996487970654832,0.144283491911771,0.297886366560415
famp6,Ky,2000,0.855301075837021,0.482157378093441,0.235489897555379,0.55312202623769,0.778753772088268,1.05943974150041,1.73465072428204
famp6,Kz,2000,1.39071774740712,0.608451660876761,0.494396009450922,0.961100747577511,1.3439651385117,1.74868925939884,2.44786953343124
