Window,Component,N,Mean_mD,Std_mD,P05_mD,P25_mD,Median_mD,P75_mD,P95_mD
famp1,Kx,2000,43.8327237288425,9.09480414987598,29.6095872779499,37.8248909961679,43.7711750625686,49.5948770112802,59.0047422497957
famp1,Ky,2000,55.9476321013448,16.711233050504,28.8382662559094,45.9583699409818,55.3695129025526,65.1839786238151,84.2588256755893
famp1,Kz,2000,42.2947067718966,21.6068857620395,0.102526015557282,27.5510990743799,44.1337955256853,57.9708433971548,75.8855546448777
famp2,Kx,2000,21.2584411235831,7.77519264912262,9.47761842552227,16.2017785180568,20.9214974032951,25.7565159066048,34.2219909881319
famp2,Ky,2000,25.3152118032273,15.7496159078926,4.70968532038938,14.8851194863875,23.1466531902235,32.737104429027,52.7478482577099
famp2,Kz,2000,33.9882222830916,16.2632649926634,3.33987411787171,23.5267817904888,34.8943553149323,45.2126218295223,60.009629336875
famp3,Kx,2000,20.7380956742321,7.32507124279723,9.75898120370104,15.868809743933,20.3288903108343,25.0293338099904,33.1578863660095
famp3,Ky,2000,23.7605562267786,15.1950838324978,3.64804509089017,13.5439630890642,21.3343513307454,31.3352998167794,51.1391253885812
famp3,Kz,2000,33.7543998580347,15.7583826479636,3.61858347193569,23.3828309227649,34.2706802535016,45.1245250499996,58.6976783133877
famp4,Kx,2000,20.5588996652442,7.38633616604667,9.35739950352792,15.5589187750208,20.1869006081615,24.9223541672911,33.153724953924
famp4,Ky,2000,22.4189107513483,14.0718414062067,3.6198429467869,12.8372908512068,20.1119195117486,29.6787743846655,49.014661888753
famp4,Kz,2000,34.0672674479029,15.8159232194323,4.73271105102118,23.0157630330098,35.1159654526083,45.3875950062861,58.7918145979541
famp5,Kx,2000,21.2044125438982,7.89419780126869,9.40590131295367,15.8720472945361,20.6023176636499,25.7869295396231,34.4114829330854
famp5,Ky,2000,23.3949569122431,15.4178806460097,3.38470546205711,13.2647963049726,20.8038907146316,30.2649314078276,51.2158519688461
famp5,Kz,2000,34.0724186871909,16.4777873347727,2.82553086606672,23.4008028398915,34.8029884199614,45.5798371872673,60.3961394062812
famp6,Kx,2000,41.7076455436371,10.2596002674373,24.768738218223,35.2528151558927,41.806671375494,48.2168681599805,58.6865105378828
famp6,Ky,2000,27.6991662385156,19.9335712450325,5.45093118711315,10.3953003076825,23.4573721915354,39.0480643607998,64.3847029626307
famp6,Kz,2000,27.8199755121674,19.7547777060361,4.98042685904339e-05,12.1687786890908,27.2989535187547,41.054598542328,61.2956691597087
