VariantLabel,Description,FWPattern,HWPattern,Component,N,MeanLog10k,StdLog10k,Q01Log10k,Q05Log10k,Q25Log10k,MedianLog10k,Q75Log10k,Q95Log10k,Q99Log10k,ProbLog10kLtMinus3,ProbLog10kLtMinus1,ProbLog10kGt0,ProbLog10kGt1
current_sssc_fixed_grid,Current fixed-grid W6 nonuniform medium-sand representation.,SSSC,S,kxx,2000,-3.16483768202222,1.70301145665468,-4.58953534446224,-4.40985104285704,-4.21200672855309,-4.0514720713732,-2.19484612759035,-0.0119957524603848,0.288098710675964,0.75,0.75,0.0455,0
current_sssc_fixed_grid,Current fixed-grid W6 nonuniform medium-sand representation.,SSSC,S,kyy,2000,0.890654275341126,0.337178330140416,0.448090125543964,0.52778439330297,0.668361876521862,0.792616117778328,0.986017928505223,1.66405920332162,1.9423080801667,0,0,1,0.233
current_sssc_fixed_grid,Current fixed-grid W6 nonuniform medium-sand representation.,SSSC,S,kzz,2000,-0.417422042598925,1.05359228102716,-3.96579827017183,-1.98054409530643,-1.11332670860109,-0.495220999360367,0.610542872699155,1.07108585606312,1.3072514626225,0.017,0.299,0.342,0.0785
collapsed_sc,Collapsed W6 representation with adjacent footwall sands combined.,SC,S,kxx,2000,-3.04576877249186,1.77132591363568,-4.58955159328632,-4.40098332822936,-4.19200234471174,-4.03702173092742,-0.596840986577583,0.0584689319805598,0.294400227492803,0.724,0.724,0.066,0
collapsed_sc,Collapsed W6 representation with adjacent footwall sands combined.,SC,S,kyy,2000,0.900928351264241,0.350859388725169,0.440286165216151,0.521572105875352,0.668665090102063,0.799899174930578,0.98582914730752,1.69915509131359,1.98210405201132,0,0,1,0.2365
collapsed_sc,Collapsed W6 representation with adjacent footwall sands combined.,SC,S,kzz,2000,-0.390248836562038,1.09654955591525,-3.77923670281099,-2.04858434091925,-1.12538180589312,-0.468078118537599,0.707032582671859,1.0929087762812,1.31803678943821,0.021,0.2905,0.362,0.096
