ScenarioIndex,ScenarioLabel,ScenarioName,Window,OriginalFWPattern,OriginalHWPattern,CollapsedFWPattern,CollapsedHWPattern,CollapsedFWThickness,CollapsedHWThickness,CollapsedFWZmax,CollapsedHWZmax,SmearOverlapRule,CollapseAdjacentLithology,CaseIndex,CaseLabel,FaultingDepth,SandVcl,ClayVcl,TargetN,NumAttempts,NumRejected,AcceptanceRatio,SeedBase,CheckpointFile
1,scenario_01_low_sand_uniform,"low sand, uniform",famp5,SCCC,SCCC,SC,SC,35.8537 107.5611,37.4901 105.9247,1538.8 1488.8533,1538.8 1488.8533,cell_union_psmear,1,18,case_018_zf0500_svcl030_cvcl060,500,0.3,0.6,2000,2000,0,1,151801729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp5\case_018_zf0500_svcl030_cvcl060\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp5,SCCC,SCCC,SC,SC,35.8537 107.5611,37.4901 105.9247,1538.8 1488.8533,1538.8 1488.8533,cell_union_psmear,1,19,case_019_zf1000_svcl010_cvcl040,1000,0.1,0.4,2000,2000,0,1,151901729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp5\case_019_zf1000_svcl010_cvcl040\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp5,SCCC,SCCC,SC,SC,35.8537 107.5611,37.4901 105.9247,1538.8 1488.8533,1538.8 1488.8533,cell_union_psmear,1,20,case_020_zf1000_svcl010_cvcl050,1000,0.1,0.5,2000,2000,0,1,152001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp5\case_020_zf1000_svcl010_cvcl050\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp5,SCCC,SCCC,SC,SC,35.8537 107.5611,37.4901 105.9247,1538.8 1488.8533,1538.8 1488.8533,cell_union_psmear,1,21,case_021_zf1000_svcl010_cvcl060,1000,0.1,0.6,2000,2000,0,1,152101729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp5\case_021_zf1000_svcl010_cvcl060\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp5,SCCC,SCCC,SC,SC,35.8537 107.5611,37.4901 105.9247,1538.8 1488.8533,1538.8 1488.8533,cell_union_psmear,1,22,case_022_zf1000_svcl020_cvcl040,1000,0.2,0.4,2000,2000,0,1,152201729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp5\case_022_zf1000_svcl020_cvcl040\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp5,SCCC,SCCC,SC,SC,35.8537 107.5611,37.4901 105.9247,1538.8 1488.8533,1538.8 1488.8533,cell_union_psmear,1,23,case_023_zf1000_svcl020_cvcl050,1000,0.2,0.5,2000,2000,0,1,152301729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp5\case_023_zf1000_svcl020_cvcl050\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp5,SCCC,SCCC,SC,SC,35.8537 107.5611,37.4901 105.9247,1538.8 1488.8533,1538.8 1488.8533,cell_union_psmear,1,24,case_024_zf1000_svcl020_cvcl060,1000,0.2,0.6,2000,2000,0,1,152401729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp5\case_024_zf1000_svcl020_cvcl060\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp5,SCCC,SCCC,SC,SC,35.8537 107.5611,37.4901 105.9247,1538.8 1488.8533,1538.8 1488.8533,cell_union_psmear,1,25,case_025_zf1000_svcl030_cvcl040,1000,0.3,0.4,2000,2000,0,1,152501729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp5\case_025_zf1000_svcl030_cvcl040\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp5,SCCC,SCCC,SC,SC,35.8537 107.5611,37.4901 105.9247,1538.8 1488.8533,1538.8 1488.8533,cell_union_psmear,1,26,case_026_zf1000_svcl030_cvcl050,1000,0.3,0.5,2000,2000,0,1,152601729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp5\case_026_zf1000_svcl030_cvcl050\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp5,SCCC,SCCC,SC,SC,35.8537 107.5611,37.4901 105.9247,1538.8 1488.8533,1538.8 1488.8533,cell_union_psmear,1,27,case_027_zf1000_svcl030_cvcl060,1000,0.3,0.6,2000,2000,0,1,152701729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp5\case_027_zf1000_svcl030_cvcl060\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,1,case_001_zf0050_svcl010_cvcl040,50,0.1,0.4,2000,2000,0,1,160101729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_001_zf0050_svcl010_cvcl040\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,2,case_002_zf0050_svcl010_cvcl050,50,0.1,0.5,2000,2000,0,1,160201729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_002_zf0050_svcl010_cvcl050\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,3,case_003_zf0050_svcl010_cvcl060,50,0.1,0.6,2000,2000,0,1,160301729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_003_zf0050_svcl010_cvcl060\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,4,case_004_zf0050_svcl020_cvcl040,50,0.2,0.4,2000,2000,0,1,160401729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_004_zf0050_svcl020_cvcl040\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,5,case_005_zf0050_svcl020_cvcl050,50,0.2,0.5,2000,2000,0,1,160501729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_005_zf0050_svcl020_cvcl050\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,6,case_006_zf0050_svcl020_cvcl060,50,0.2,0.6,2000,2000,0,1,160601729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_006_zf0050_svcl020_cvcl060\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,7,case_007_zf0050_svcl030_cvcl040,50,0.3,0.4,2000,2000,0,1,160701729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_007_zf0050_svcl030_cvcl040\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,8,case_008_zf0050_svcl030_cvcl050,50,0.3,0.5,2000,2000,0,1,160801729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_008_zf0050_svcl030_cvcl050\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,9,case_009_zf0050_svcl030_cvcl060,50,0.3,0.6,2000,2000,0,1,160901729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_009_zf0050_svcl030_cvcl060\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,10,case_010_zf0500_svcl010_cvcl040,500,0.1,0.4,2000,2000,0,1,161001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_010_zf0500_svcl010_cvcl040\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,11,case_011_zf0500_svcl010_cvcl050,500,0.1,0.5,2000,2000,0,1,161101729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_011_zf0500_svcl010_cvcl050\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,12,case_012_zf0500_svcl010_cvcl060,500,0.1,0.6,2000,2000,0,1,161201729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_012_zf0500_svcl010_cvcl060\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,13,case_013_zf0500_svcl020_cvcl040,500,0.2,0.4,2000,2000,0,1,161301729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_013_zf0500_svcl020_cvcl040\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,14,case_014_zf0500_svcl020_cvcl050,500,0.2,0.5,2000,2000,0,1,161401729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_014_zf0500_svcl020_cvcl050\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,15,case_015_zf0500_svcl020_cvcl060,500,0.2,0.6,2000,2000,0,1,161501729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_015_zf0500_svcl020_cvcl060\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,16,case_016_zf0500_svcl030_cvcl040,500,0.3,0.4,2000,2000,0,1,161601729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_016_zf0500_svcl030_cvcl040\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,17,case_017_zf0500_svcl030_cvcl050,500,0.3,0.5,2000,2000,0,1,161701729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_017_zf0500_svcl030_cvcl050\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,18,case_018_zf0500_svcl030_cvcl060,500,0.3,0.6,2000,2000,0,1,161801729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_018_zf0500_svcl030_cvcl060\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,19,case_019_zf1000_svcl010_cvcl040,1000,0.1,0.4,2000,2000,0,1,161901729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_019_zf1000_svcl010_cvcl040\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,20,case_020_zf1000_svcl010_cvcl050,1000,0.1,0.5,2000,2000,0,1,162001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_020_zf1000_svcl010_cvcl050\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,21,case_021_zf1000_svcl010_cvcl060,1000,0.1,0.6,2000,2000,0,1,162101729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_021_zf1000_svcl010_cvcl060\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,22,case_022_zf1000_svcl020_cvcl040,1000,0.2,0.4,2000,2000,0,1,162201729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_022_zf1000_svcl020_cvcl040\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,23,case_023_zf1000_svcl020_cvcl050,1000,0.2,0.5,2000,2000,0,1,162301729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_023_zf1000_svcl020_cvcl050\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,24,case_024_zf1000_svcl020_cvcl060,1000,0.2,0.6,2000,2000,0,1,162401729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_024_zf1000_svcl020_cvcl060\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,25,case_025_zf1000_svcl030_cvcl040,1000,0.3,0.4,2000,2000,0,1,162501729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_025_zf1000_svcl030_cvcl040\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,26,case_026_zf1000_svcl030_cvcl050,1000,0.3,0.5,2000,2000,0,1,162601729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_026_zf1000_svcl030_cvcl050\predict_runs.mat
1,scenario_01_low_sand_uniform,"low sand, uniform",famp6,SCCC,S,SC,S,28.2932 99.3783,127.6715,1440.6 1392.5,1400,cell_union_psmear,1,27,case_027_zf1000_svcl030_cvcl060,1000,0.3,0.6,2000,2000,0,1,162701729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_01_low_sand_uniform\famp6\case_027_zf1000_svcl030_cvcl060\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,1,case_001_zf0050_svcl010_cvcl040,50,0.1,0.4,2000,2000,0,1,210101729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_001_zf0050_svcl010_cvcl040\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,2,case_002_zf0050_svcl010_cvcl050,50,0.1,0.5,2000,2000,0,1,210201729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_002_zf0050_svcl010_cvcl050\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,3,case_003_zf0050_svcl010_cvcl060,50,0.1,0.6,2000,2000,0,1,210301729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_003_zf0050_svcl010_cvcl060\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,4,case_004_zf0050_svcl020_cvcl040,50,0.2,0.4,2000,2000,0,1,210401729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_004_zf0050_svcl020_cvcl040\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,5,case_005_zf0050_svcl020_cvcl050,50,0.2,0.5,2000,2000,0,1,210501729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_005_zf0050_svcl020_cvcl050\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,6,case_006_zf0050_svcl020_cvcl060,50,0.2,0.6,2000,2000,0,1,210601729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_006_zf0050_svcl020_cvcl060\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,7,case_007_zf0050_svcl030_cvcl040,50,0.3,0.4,2000,2000,0,1,210701729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_007_zf0050_svcl030_cvcl040\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,8,case_008_zf0050_svcl030_cvcl050,50,0.3,0.5,2000,2000,0,1,210801729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_008_zf0050_svcl030_cvcl050\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,9,case_009_zf0050_svcl030_cvcl060,50,0.3,0.6,2000,2000,0,1,210901729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_009_zf0050_svcl030_cvcl060\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,10,case_010_zf0500_svcl010_cvcl040,500,0.1,0.4,2000,2000,0,1,211001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_010_zf0500_svcl010_cvcl040\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,11,case_011_zf0500_svcl010_cvcl050,500,0.1,0.5,2000,2000,0,1,211101729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_011_zf0500_svcl010_cvcl050\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,12,case_012_zf0500_svcl010_cvcl060,500,0.1,0.6,2000,2000,0,1,211201729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_012_zf0500_svcl010_cvcl060\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,13,case_013_zf0500_svcl020_cvcl040,500,0.2,0.4,2000,2000,0,1,211301729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_013_zf0500_svcl020_cvcl040\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,14,case_014_zf0500_svcl020_cvcl050,500,0.2,0.5,2000,2000,0,1,211401729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_014_zf0500_svcl020_cvcl050\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,15,case_015_zf0500_svcl020_cvcl060,500,0.2,0.6,2000,2000,0,1,211501729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_015_zf0500_svcl020_cvcl060\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,16,case_016_zf0500_svcl030_cvcl040,500,0.3,0.4,2000,2000,0,1,211601729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_016_zf0500_svcl030_cvcl040\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,17,case_017_zf0500_svcl030_cvcl050,500,0.3,0.5,2000,2000,0,1,211701729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_017_zf0500_svcl030_cvcl050\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,18,case_018_zf0500_svcl030_cvcl060,500,0.3,0.6,2000,2000,0,1,211801729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_018_zf0500_svcl030_cvcl060\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,19,case_019_zf1000_svcl010_cvcl040,1000,0.1,0.4,2000,2000,0,1,211901729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_019_zf1000_svcl010_cvcl040\predict_runs.mat
2,scenario_02_medium_sand_uniform,"medium sand, uniform",famp1,SC,SCSC,SC,SCSC,115.6143 28.8949,37.6113 37.6861 37.6113 31.6005,1912 1861,1934 1909 1884 1860,cell_union_psmear,1,20,case_020_zf1000_svcl010_cvcl050,1000,0.1,0.5,2000,2000,0,1,212001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\thickness_scenario_data_collapsed_cell_union\data\scenario_02_medium_sand_uniform\famp1\case_020_zf1000_svcl010_cvcl050\predict_runs.mat
