sample_index,log10_kxx,log10_kyy,log10_kzz,cluster
5276,-1.4947037141,-0.4761052294,-0.5573645456,2
5277,-1.6445409124,-1.1797726062,-0.9990985278,2
5278,-1.8704554932,-1.0231997566,-0.7497593031,2
5279,-2.0284607158,-1.1320048691,-0.8547324399,2
5280,-2.3037791508,-1.3246762417,-1.3433880443,2
5281,-2.1200417326,-1.3077178467,-0.9570444002,2
5282,-2.3203117993,-1.3042593861,-2.0403417547,2
5283,-2.7125671765,-1.1136047615,-4.7155841147,3
5284,-2.3510649472,-1.4164012047,-1.1621566218,2
5285,-2.4302555130,-1.1597681580,-1.7820883720,2
5286,-3.6851489176,-0.9997669767,-0.7493446905,1
5287,-3.3574644734,-1.0834842380,-0.8903934144,2
5288,-2.6369909625,-1.2963506903,-1.2991502766,2
5289,-5.0596103559,-1.2352500005,-4.9895014391,3
5290,-2.4351980059,-0.9141599797,-0.8730440313,2
5291,-2.6044548961,-1.1979802026,-1.8412924203,2
5292,-1.8103243736,-1.0531986250,-0.8655190578,2
5293,-4.8950158179,-0.9229405845,-0.8421610036,1
5294,-1.8244162141,-1.4746504096,-1.3736399132,2
5295,-2.3554744922,-1.1172847454,-1.5228464134,2
5296,-3.0039149877,-1.1142336478,-1.1992588422,2
5297,-2.1583523601,-0.8800711616,-1.1439572132,2
5298,-2.0315382203,-0.9965969984,-0.5468898332,2
5299,-4.9522205719,-2.0450685216,-1.3315248094,1
5300,-2.3267342910,-1.0124210247,-1.1257455471,2
5301,-2.0280107661,-1.8439424595,-0.9553454680,2
5302,-2.5266669511,-1.3105772620,-1.3100887343,2
5303,-4.4661111122,-1.3586302887,-1.2374803784,1
5304,-5.8007491601,-1.7026886539,-5.0189687798,3
5305,-2.1718750808,-1.2245527224,-4.9261023381,3
5306,-2.7979685711,-1.3280722580,-1.0311591983,2
5307,-1.5193328816,-1.0622700551,-1.0927760653,2
5308,-4.8069540920,-1.6213664272,-1.2216736473,1
5309,-2.7595569626,-1.1951523525,-0.8052486717,2
5310,-3.9360410203,-1.3189977501,-1.2463116236,1
5311,-1.5361395542,-1.0415607649,-0.8320866833,2
5312,-2.2800032059,-1.3906428925,-0.8185495703,2
5313,-4.6949404339,-1.5468947893,-1.2351583735,1
5314,-4.2309757707,-1.2354455456,-1.7096523502,1
5315,-5.0822515987,-1.5921206990,-1.6921954745,1
5316,-2.3388404806,-1.5962252456,-0.9991310896,2
5317,-3.2359363127,-1.2153007906,-1.6367203809,2
5318,-5.1298652685,-1.3434958530,-0.8465224041,1
5319,-1.6924332120,-1.0278754134,-0.8476985158,2
5320,-1.7472312246,-1.6756191792,-1.6683803511,2
5321,-2.9925232378,-1.0671510547,-2.1320386816,2
5322,-2.0608114887,-1.2892205100,-1.3506447482,2
5323,-5.4362717198,-1.5106883579,-1.8621325921,1
5324,-2.0934971279,-1.2934953554,-1.0150685440,2
5325,-5.3296914241,-1.1142445861,-1.0721637629,1
5326,-2.2606479312,-1.8517873110,-1.3180504851,2
5327,-1.9627244463,-0.8590271426,-0.8081411865,2
5328,-2.2743524574,-0.9173782284,-1.2829594678,2
5329,-1.4992283855,-0.9300887101,-0.5768355637,2
5330,-2.6976153234,-4.5970667840,-2.0260151196,2
5331,-2.6541457094,-1.2501298877,-1.0283001279,2
5332,-1.8301280510,-1.0185966059,-1.0376469336,2
5333,-1.9396844739,-1.2009658032,-1.7281656317,2
5334,-2.0361692330,-2.5461957543,-1.1070003675,2
5335,-2.7979285835,-1.2381805936,-1.3306366682,2
5336,-3.0250646852,-1.2285656121,-1.0242672258,2
5337,-1.9802354173,-1.2568156012,-1.3291990423,2
5338,-2.4463776183,-1.0325184628,-0.8438865329,2
5339,-2.7169013586,-0.9968675243,-0.8245457107,2
5340,-1.7553440822,-1.0764042912,-0.9894489073,2
5341,-3.1473824938,-1.0918555888,-0.8222340912,2
5342,-2.5370384207,-1.6874539760,-1.2931396017,2
5343,-4.5032435625,-1.5694060858,-1.5737413464,1
5344,-3.3500879478,-0.9353835198,-0.7722430006,2
5345,-1.9970279387,-1.0800987417,-1.0501294653,2
5346,-3.2151607513,-0.9114436420,-0.6489344601,2
5347,-2.1025588930,-1.2130973322,-0.9915055574,2
5348,-1.9526736112,-0.9980645801,-1.4231379267,2
5349,-2.1350542777,-0.9358813576,-0.7543352228,2
5350,-2.0543982797,-1.0835228822,-1.1133676962,2
5351,-2.1691744445,-1.2020452694,-0.9633628895,2
5352,-5.7289921187,-2.3839650835,-5.0428211124,3
5353,-2.7109649749,-4.9339943403,-0.9208852765,2
5354,-4.4075615560,-0.9970311900,-1.0644362066,1
5355,-2.2923081991,-1.2465735946,-0.9641760037,2
5356,-1.6873999884,-1.2132070737,-4.9592746289,3
5357,-2.8280598470,-1.0867145243,-0.9531604549,2
5358,-2.0340846971,-1.9036155350,-4.8717888663,3
5359,-1.8604241656,-0.8708057854,-0.9268114285,2
5360,-2.2010543736,-1.1755964896,-1.2742635548,2
5361,-1.7232765454,-0.9910330568,-1.1419010438,2
5362,-2.9245658585,-1.5719381479,-1.1174222136,2
5363,-2.2168744755,-1.0768010929,-0.9747905009,2
5364,-2.8694314872,-1.5081089918,-2.1950682908,2
5365,-2.0043689317,-1.2408468588,-0.8477617385,2
5366,-2.2105886987,-1.2550368712,-1.3269186919,2
5367,-2.5881809778,-1.1741161444,-1.1838917944,2
5368,-4.1967002138,-1.1177147675,-0.9143731284,1
5369,-1.9936967715,-1.1980507875,-1.3821500825,2
5370,-2.3603531491,-1.1660506624,-0.9923958267,2
5371,-2.6255221661,-1.0757716982,-1.7682685858,2
5372,-2.1212598909,-1.1298392101,-1.2090501008,2
5373,-1.9800752245,-1.1467730015,-1.1644207289,2
5374,-1.9903556929,-1.1735535682,-0.8757922917,2
5375,-1.8466303322,-1.0160543146,-0.8158943566,2
5376,-2.5608819365,-1.1725680123,-0.9922485115,2
5377,-1.9773009524,-0.8323490326,-1.1819415180,2
5378,-2.5067008741,-1.1922714903,-0.9800441082,2
5379,-2.7495881566,-2.2457469028,-1.7169196194,2
5380,-4.6855713857,-1.0092030485,-0.6966468472,1
5381,-2.5262795853,-1.3475161661,-1.6615544916,2
5382,-2.0752549419,-1.1800522327,-1.3048217235,2
5383,-4.7414469787,-1.3715323303,-2.1484453635,1
5384,-1.9622308542,-1.5105571140,-0.9410549241,2
5385,-1.7351317369,-1.0977915826,-0.8264251115,2
5386,-2.2490552954,-0.9723664261,-0.6984744863,2
5387,-1.8492217633,-1.0753488441,-0.7916864865,2
5388,-5.6619748064,-1.7432668459,-4.9448902709,3
5389,-1.7650818833,-1.0560486193,-1.2801476215,2
5390,-2.9043786825,-1.0454281897,-1.1275699848,2
5391,-2.2216907144,-1.2784641310,-0.8331989428,2
5392,-3.6841068437,-1.2568182942,-1.6468962159,1
5393,-3.2615426551,-1.2785041338,-1.4313065515,2
5394,-1.8000309788,-1.3211617410,-1.0721274056,2
5395,-1.8674835539,-1.1180350008,-1.3545177194,2
5396,-5.6153029271,-1.1224768374,-4.9278151808,3
5397,-1.9437670489,-1.1219416801,-1.9327840304,2
5398,-1.9727789604,-1.1906401783,-1.0836388677,2
5399,-1.8739379363,-1.7615263857,-1.6577459578,2
5400,-2.3700707295,-4.8218845812,-1.0719265140,2
5401,-2.4220734388,-1.2190465588,-1.4161846248,2
5402,-3.1452448201,-1.3677529640,-4.9959835449,3
5403,-4.5075126215,-0.9233470362,-1.2148279240,1
5404,-1.6497991921,-1.1614098447,-0.8282529799,2
5405,-2.6352424168,-2.0283266928,-1.3994585144,2
5406,-2.5428456023,-1.0890494886,-0.8900791628,2
5407,-2.3325111814,-1.3586141583,-1.3651197627,2
5408,-2.3627721335,-0.9966862945,-0.7269500178,2
5409,-1.7352134779,-1.0650634168,-0.7970900265,2
5410,-1.7279248489,-0.9411062531,-1.3784333080,2
5411,-3.1819414089,-0.8669975423,-0.7879669311,2
5412,-2.2418702113,-1.2670801500,-2.7425862007,2
5413,-5.2657112239,-1.2259267406,-1.3767780894,1
5414,-2.0818987268,-1.1346280383,-0.8641963955,2
5415,-2.4186813187,-1.0472679806,-0.9625885934,2
5416,-1.4547995555,-1.1035206739,-1.2563769365,2
5417,-1.9181205582,-1.5723912867,-2.5576730437,2
5418,-1.8159888500,-1.3498724012,-1.1321409667,2
5419,-2.7678178401,-1.2838870657,-1.2620382495,2
5420,-2.1131764258,-1.0121139406,-1.3171946168,2
5421,-2.0194872122,-1.1953535572,-1.8795755613,2
5422,-3.1890621004,-0.8845816168,-0.7092621268,2
5423,-1.6327380733,-1.3945265567,-1.5269360546,2
5424,-4.5631078091,-1.1332655130,-1.6538518758,1
5425,-1.9996857598,-1.7441282951,-1.0672838668,2
5426,-1.5546976408,-1.0533553379,-4.4498533966,3
5427,-2.0159774758,-1.3075407491,-0.7359939606,2
5428,-2.4407155985,-1.8669198945,-4.9485367162,3
5429,-4.3031247983,-1.2068897793,-0.9346191780,1
5430,-2.0195212375,-1.5596124325,-0.9879459907,2
5431,-1.8441012298,-1.1518894943,-1.4866080412,2
5432,-3.3019894535,-1.2743208673,-0.7154150611,2
5433,-2.3812572316,-1.1785189777,-1.0478747340,2
5434,-2.4201368007,-1.0903793512,-0.9169692900,2
5435,-3.1228295289,-1.0680782863,-0.8103113838,2
5436,-2.2854998676,-1.3522249741,-0.9829672500,2
5437,-2.7970942278,-1.1480334255,-0.9510930414,2
5438,-3.0165832025,-1.0970046515,-0.9386975893,2
5439,-2.1838500974,-1.1496043656,-1.1517965818,2
5440,-2.5639476085,-1.2753060949,-1.2259600248,2
5441,-2.4377133500,-2.0290744409,-0.8076376153,2
5442,-2.0074598972,-1.3719061078,-1.1528514676,2
5443,-2.9995297706,-1.2344882585,-1.3784824018,2
5444,-5.2988034429,-1.1968485846,-1.3354492209,1
5445,-2.9536186760,-1.3013401773,-0.9871729233,2
5446,-1.6905284832,-1.0786969884,-1.6807333199,2
5447,-2.2615755184,-1.1871085173,-1.1922790553,2
5448,-2.8022444495,-1.1064375046,-1.2224844824,2
5449,-2.4707376460,-1.1031584918,-4.9341362700,3
5450,-1.9052651592,-1.4498966895,-2.1333391527,2
5451,-1.5490167573,-0.8915502485,-0.6428659178,2
5452,-1.8946353379,-1.5953800537,-1.0635968723,2
5453,-2.5945778633,-1.6242508151,-0.9331662132,2
5454,-2.3805061614,-1.1677722943,-0.7393283900,2
5455,-4.3710534324,-0.6705581672,-0.5807375606,1
5456,-5.0721847852,-1.0707517879,-1.0245366768,1
5457,-2.0977489773,-4.7017770658,-1.4893383793,2
5458,-2.0536112852,-1.2370307864,-1.2013440825,2
5459,-2.6396135895,-1.1197669530,-1.0693781753,2
5460,-4.9041162947,-1.1156044611,-1.0245339017,1
5461,-1.8143158110,-1.0887696947,-1.6102764919,2
5462,-4.2974354648,-0.4525002847,-0.6541052933,1
5463,-2.1612317209,-1.0891494247,-1.1205672987,2
5464,-2.1702599968,-1.0642644891,-1.2765856667,2
5465,-1.9494075140,-0.7764467349,-0.9826335593,2
5466,-2.4783834632,-1.2240290581,-1.0670708624,2
5467,-2.1387003054,-1.5713226503,-1.1388113728,2
5468,-2.2048621674,-3.1953771749,-1.4908370817,2
5469,-3.1540427472,-1.2759721313,-1.2863630171,2
5470,-1.9474721056,-1.4869360578,-1.5354386853,2
5471,-2.7838106470,-1.3142136104,-1.1697639200,2
5472,-2.0883807134,-1.2275680142,-1.1947794069,2
5473,-1.9192632065,-1.2748758957,-1.0074487039,2
5474,-2.5810807393,-1.0658826507,-0.8485924897,2
5475,-2.3299592650,-1.5908824167,-0.8130100834,2
5476,-2.3366968356,-0.9546298485,-1.3373863251,2
5477,-1.8806056168,-0.9522116866,-0.8299834263,2
5478,-3.9799233976,-1.1711054758,-0.8963741708,1
5479,-1.6981662416,-1.2141602098,-1.0838062727,2
5480,-1.9278733075,-1.1999317152,-1.1748332078,2
5481,-1.6349694908,-0.8608764786,-0.7493318729,2
5482,-1.9508650872,-1.8174653808,-0.9718275166,2
5483,-1.9716053119,-1.0995467612,-0.8606104196,2
5484,-1.7536889964,-1.3863683582,-0.8130127304,2
5485,-2.2250526447,-1.6341056699,-0.8250196381,2
5486,-2.1005808310,-1.3966791087,-1.0385962728,2
5487,-2.8905731640,-1.4414937290,-1.2239703178,2
5488,-2.1003465992,-1.0806280206,-1.1997789867,2
5489,-2.1316493236,-1.5803006405,-1.0506284383,2
5490,-2.1825041746,-0.9260150145,-1.1501205204,2
5491,-2.4184162729,-1.4202066253,-1.4447399304,2
5492,-2.8398005026,-5.0110739960,-0.8509799476,2
5493,-1.7323995552,-0.9436453878,-0.8458602239,2
5494,-2.0590302474,-1.4028878776,-0.9447191430,2
5495,-1.5796288218,-1.0912826443,-1.0446827423,2
5496,-2.0911681006,-1.1568494399,-1.0182287719,2
5497,-4.3113227669,-1.0685515940,-0.8798012464,1
5498,-3.7852156984,-1.7917514107,-1.4988015922,1
5499,-1.7856216245,-1.1662152458,-1.0040390312,2
5500,-1.8369061941,-1.2690816203,-1.0264360987,2
5501,-2.1174392489,-1.0710474770,-1.2725325621,2
5502,-2.6073565480,-1.0670935241,-0.9082105309,2
5503,-2.2026884288,-1.6477684721,-1.4108843844,2
5504,-2.6288607990,-1.1163492507,-0.8771231359,2
5505,-2.9070341396,-1.5873774121,-0.9987059385,2
5506,-2.9412246801,-0.9839043742,-0.8397246710,2
5507,-2.7640578403,-1.4748951053,-1.2368733923,2
5508,-2.1437059841,-0.9901529468,-1.4599104344,2
5509,-1.9702400104,-1.3622355945,-4.9041435495,3
5510,-2.3297805400,-1.3672515303,-1.1735214094,2
5511,-3.5221857672,-0.8140606348,-0.8057193972,1
5512,-3.7873585496,-1.2580209962,-0.8831567074,1
5513,-2.1792814517,-1.0864816770,-1.1120863802,2
5514,-2.6359281228,-1.6239729927,-1.3544174568,2
5515,-2.4689238299,-1.0204008131,-1.3725883906,2
5516,-2.6891142602,-0.7844157776,-0.7010008396,2
5517,-1.7398650229,-1.2039522207,-1.5192060868,2
5518,-2.2459558479,-0.8234220429,-0.8656449121,2
5519,-2.4316117065,-1.2153259863,-0.8643741457,2
5520,-2.4285322475,-1.6543470881,-1.6117939258,2
5521,-2.2448967638,-1.2934918873,-0.7933371593,2
5522,-1.8348521356,-1.1035777786,-0.7095412729,2
5523,-2.1987492250,-1.1673072560,-1.6590299667,2
5524,-2.0284680766,-1.0981842414,-1.2178549265,2
5525,-3.6019033146,-1.4612239147,-1.6494119241,1
5526,-1.8612809213,-1.0685773228,-1.3788432363,2
5527,-2.0748599405,-1.6370140079,-1.0442519461,2
5528,-5.0827434126,-1.8890663703,-1.1258440572,1
5529,-1.7662113204,-1.0233141577,-1.1361894116,2
5530,-1.8613991009,-0.9701284606,-0.7717159382,2
5531,-1.9798263753,-0.8330311124,-0.6811018115,2
5532,-4.2574009825,-1.0873063778,-1.3681843577,1
5533,-2.5684906299,-2.9528639973,-1.5688419028,2
5534,-2.3233018765,-1.5815760877,-1.0609300319,2
5535,-2.3313119431,-1.0092394731,-1.1016580206,2
5536,-2.1524788865,-1.0551616076,-1.8090840885,2
5537,-1.6544122974,-1.1997283492,-2.3547675428,2
5538,-5.1689155734,-0.7100578996,-1.2971076544,1
5539,-5.0115357002,-0.9165981017,-0.8299371510,1
5540,-2.4568634804,-1.1629178854,-0.6951409844,2
5541,-2.3728151889,-1.3644874037,-1.0426049837,2
5542,-2.6327114654,-1.3255725023,-1.3161291021,2
5543,-1.8564484191,-1.2903101047,-1.0403920014,2
5544,-1.9196654059,-1.1700138667,-0.9778388367,2
5545,-2.3054801451,-1.4379138569,-1.0254008022,2
5546,-4.5778434685,-0.9712633008,-0.8299805979,1
5547,-4.2769252417,-1.6474312277,-0.9255853096,1
5548,-2.1022222249,-1.2283263503,-2.4793831561,2
5549,-2.4303824271,-1.4990611734,-1.2469079810,2
5550,-2.3066293055,-1.0878703214,-0.8143480767,2
5551,-2.2214184361,-1.2563595139,-1.4980555990,2
5552,-2.0337316181,-1.1458074680,-1.2264860284,2
5553,-2.8807264942,-1.5942371368,-2.3408401323,2
5554,-4.3061286988,-1.3443472195,-4.8305135930,3
5555,-2.2646766831,-1.0426825703,-1.0257911921,2
5556,-3.5623088610,-1.2231660789,-1.0448286148,1
5557,-2.0040812981,-0.9082359981,-0.7325028499,2
5558,-3.3671861706,-1.3062771026,-1.6367704804,1
5559,-3.2002337008,-1.3213259365,-1.1279188056,2
5560,-2.1514689248,-1.2437524416,-0.8903586206,2
5561,-2.0651540287,-0.9639976159,-1.0112258064,2
5562,-1.9765197334,-1.0211778701,-0.9774479477,2
5563,-2.0668716708,-1.2966559623,-0.9296139952,2
5564,-2.4669340766,-1.8965457446,-1.1505557004,2
5565,-2.1204505937,-1.2155437367,-1.1993985601,2
5566,-5.4399709336,-1.0266948330,-4.8670146048,3
5567,-5.4566836080,-1.3749100263,-4.9231485379,3
5568,-3.0677432966,-1.3657793517,-1.4648501311,2
5569,-1.8536807460,-1.5072354355,-1.0904962705,2
5570,-1.6634561012,-1.0058700645,-0.9694263995,2
5571,-2.0124746108,-0.6843975270,-0.7995743780,2
5572,-1.8906147214,-1.0199705316,-1.6370634418,2
5573,-1.8553865548,-1.1301138679,-1.2290883540,2
5574,-3.0828953093,-0.8962435504,-0.8461493607,2
5575,-2.0632128828,-1.0453064225,-0.9406983646,2
5576,-2.2924549107,-1.2691121288,-1.4901062388,2
5577,-3.8905653285,-1.1643840599,-1.1312902976,1
5578,-2.1361029134,-1.0467937143,-1.0510235409,2
5579,-3.2892733349,-1.2100066119,-0.8239911436,2
5580,-3.0633667635,-1.5110804812,-1.0316799851,2
5581,-2.5017249971,-1.2577694518,-4.9180636653,3
5582,-2.3558926694,-1.9558016368,-1.0350958674,2
5583,-2.4647157192,-1.3786115544,-1.1277143423,2
5584,-1.8365803596,-1.3154401288,-0.8434448377,2
5585,-2.9194908659,-4.8600998644,-1.4767196200,2
5586,-4.4392748835,-1.5684338329,-1.2747685693,1
5587,-2.1885834460,-1.5770886525,-1.4146473782,2
5588,-2.2422165542,-1.0766513275,-1.6478843720,2
5589,-2.5773506363,-1.3774962330,-1.6391235944,2
5590,-2.2224697787,-1.3209153397,-0.7895271068,2
5591,-3.3224691197,-1.1950859903,-1.0778808459,2
5592,-2.1351088755,-1.3389871291,-0.8885640139,2
5593,-3.0057970290,-1.0693538255,-1.0528372153,2
5594,-1.8066552152,-1.1183660199,-1.2650077461,2
5595,-1.7380005621,-1.0412281776,-0.6774600026,2
5596,-2.0973156451,-1.3086323246,-0.7736809143,2
5597,-5.0138862106,-2.1714184189,-1.2300256031,1
5598,-2.4794101448,-1.6833302934,-1.2326959445,2
5599,-5.4497633021,-2.1710125510,-1.4521259783,1
5600,-5.4634284417,-0.9667795430,-4.7877105077,3
5601,-3.0799837007,-1.4186935448,-1.3725383896,2
5602,-1.8904778916,-1.1608140301,-1.1487665829,2
5603,-2.6161035767,-1.2066901660,-1.3190630763,2
5604,-1.8683194685,-1.2544592700,-1.1204141474,2
5605,-2.0445816142,-1.0579783342,-2.1154882931,2
5606,-1.8162805567,-1.4206820519,-1.0283338891,2
5607,-2.2301343179,-1.2512828409,-0.9871170615,2
5608,-2.4806681893,-1.0821754968,-1.4691008811,2
5609,-1.7425589143,-1.9098741863,-1.1978921872,2
5610,-4.4803225732,-1.3261317990,-1.4486227524,1
5611,-1.5143305772,-1.0045262886,-0.7284604351,2
5612,-2.0359535390,-1.3656857519,-1.4235880492,2
5613,-4.1319581103,-0.9548763354,-0.9705616827,1
5614,-2.0774410150,-1.3882472618,-1.3415652652,2
5615,-2.2570471972,-1.3030584614,-1.0135708142,2
5616,-3.0246392731,-1.4816197808,-1.4156243029,2
5617,-5.3949632215,-1.1406809685,-1.2067705943,1
5618,-2.3950306743,-1.2908627316,-1.2126381378,2
5619,-1.7787340251,-1.4904358636,-1.0390271631,2
5620,-3.1212401308,-1.3475023722,-1.4187542207,2
5621,-5.4659054342,-1.4216636161,-4.8932852820,3
5622,-1.8647409422,-0.9436898881,-0.8465096450,2
5623,-2.1110490069,-1.1965032781,-0.9976942585,2
5624,-3.0653844782,-0.9278084160,-0.6755712841,2
5625,-2.2209909661,-1.5293256737,-1.1365612813,2
5626,-1.4666300173,-0.9284227875,-1.1836390668,2
5627,-2.2974189907,-1.5019589850,-1.0303477949,2
5628,-1.9118290107,-1.3103611139,-0.7088946595,2
5629,-1.6463076748,-1.3811335792,-1.4054839154,2
5630,-2.3270121005,-1.0950243293,-1.5103479117,2
5631,-2.0604484646,-1.4206619028,-1.0771280099,2
5632,-2.7739094731,-1.2933931418,-1.1622219551,2
5633,-2.3772931645,-1.2675045556,-0.9964194928,2
5634,-2.2668035417,-1.2768443328,-1.3343689077,2
5635,-4.9156263861,-0.9889343358,-0.9263082386,1
5636,-1.9365624982,-0.8145245190,-0.8848362667,2
5637,-1.9954715564,-1.0452940363,-1.0776821759,2
5638,-1.3764411268,-0.6832166804,-0.9073616823,2
5639,-1.6190434606,-1.3632196710,-1.1313482972,2
5640,-2.8899149287,-0.9501061686,-1.3076587292,2
5641,-2.2799919923,-1.1573204386,-1.5603914255,2
5642,-2.5568603271,-1.1160281216,-0.8795302370,2
5643,-4.9109145551,-0.8968761477,-1.2736256136,1
5644,-1.5534594422,-1.6340899378,-1.5242888961,2
5645,-2.5212234879,-1.0449006685,-1.3157513709,2
5646,-1.7363060203,-0.7660034282,-0.5600602990,2
5647,-2.4117773676,-1.4157014541,-0.9043693238,2
5648,-3.9191526010,-1.0868988528,-1.2051625508,1
5649,-2.4970001975,-1.2161567592,-1.4688696001,2
5650,-1.8932217399,-1.2297594291,-1.2653406986,2
5651,-4.7697510060,-1.0953160220,-0.9019426108,1
5652,-2.2688158435,-1.4405668058,-1.0668869234,2
5653,-3.1187812200,-0.8894040587,-1.0357554156,2
5654,-3.7328191355,-1.9263706822,-1.5734800105,1
5655,-2.8179522304,-1.0947013371,-1.1653528823,2
5656,-2.4944459056,-1.1852625727,-0.8993418367,2
5657,-2.1837357669,-1.1947915670,-0.9975829969,2
5658,-1.9716078752,-1.3279177125,-1.1796675333,2
5659,-4.3075601689,-1.4314098020,-4.8827261121,3
5660,-2.3233225853,-1.7640906470,-1.4000336076,2
5661,-4.7667597333,-0.7388443285,-0.6644164769,1
5662,-2.9090652490,-1.4977319659,-4.7874970319,3
5663,-2.0675575272,-1.1456192445,-1.0740049707,2
5664,-2.0669487183,-1.2748667366,-1.1885772096,2
5665,-3.0742285150,-1.2541388726,-1.0561305531,2
5666,-2.1745115970,-1.1827743207,-0.9289797664,2
5667,-3.0017490885,-1.0207798655,-1.1103596909,2
5668,-2.1911266113,-1.7202335895,-1.1343073559,2
5669,-3.8965912702,-0.9983762881,-0.7114791192,1
5670,-4.4834359971,-1.0174894155,-1.0490171086,1
5671,-2.6404525331,-1.4916300813,-1.0730317380,2
5672,-2.6064078380,-0.6974637429,-1.1994037805,2
5673,-5.1220303112,-1.0131173963,-1.7200172541,1
5674,-2.1521415674,-1.3979899243,-2.0277678639,2
5675,-5.1487518935,-1.1598273209,-1.9557800530,1
5676,-4.6250768811,-1.1395860031,-1.2197350733,1
5677,-2.1470476776,-1.1632028847,-1.0313229216,2
5678,-2.0971698969,-1.0029885278,-0.9812516918,2
5679,-5.2513692376,-1.2232598445,-1.5015179088,1
5680,-2.1117515500,-0.8990020774,-0.9080843418,2
5681,-1.4135232791,-1.0433869688,-0.6820075484,2
5682,-1.7471856201,-0.8703429689,-0.8733613755,2
5683,-3.9735717367,-1.0187880624,-0.9844166763,1
5684,-2.0145662232,-1.4715366699,-0.8659890308,2
5685,-2.0951802545,-0.8488907442,-0.6401186364,2
5686,-2.0596765019,-1.1368008515,-1.0806117165,2
5687,-2.2541959561,-1.2094798097,-0.9608931253,2
5688,-1.8226126931,-1.2020742655,-0.9641139455,2
5689,-1.6740515204,-1.0556538287,-0.9445585019,2
5690,-1.9574336308,-1.6124596959,-1.3642426445,2
5691,-4.1581884698,-1.4190589666,-1.1550962852,1
5692,-2.9951368061,-1.9230336972,-1.5308106068,2
5693,-3.3494392466,-1.1668194404,-1.3482737043,2
5694,-2.6677995263,-1.3341025929,-0.8300748026,2
5695,-2.1795504151,-1.2997929470,-1.1602808118,2
5696,-2.6728188257,-4.8746613440,-0.8914349709,2
5697,-2.9823351719,-1.2572962440,-1.1178054393,2
5698,-2.8721120682,-1.0568207464,-1.2309793668,2
5699,-3.0742288234,-1.1428381524,-1.0047746012,2
5700,-1.8532625112,-1.2564306010,-1.3922879563,2
5701,-2.1024467183,-1.0549138497,-1.1326576209,2
5702,-2.4025657754,-1.4255188876,-1.9033161198,2
5703,-2.3930692099,-1.0991890300,-0.9519750345,2
5704,-1.7733538044,-1.1658816088,-1.3004128565,2
5705,-1.7573155309,-1.1727016300,-0.6575022695,2
5706,-4.8998672483,-1.2883977272,-1.4095995225,1
5707,-1.6904656271,-1.1819674814,-1.6088372777,2
5708,-2.1336037754,-1.9450065472,-0.9797816380,2
5709,-1.4787876259,-1.0591890090,-0.8767689260,2
5710,-4.2938996507,-1.2355900787,-1.2472040589,1
5711,-2.1304943012,-1.0122488618,-1.1564910854,2
5712,-4.0380809426,-1.2909863238,-1.0867447005,1
5713,-1.6315274571,-1.3236783820,-1.9104032286,2
5714,-2.6787564961,-1.0359012946,-1.3984639216,2
5715,-4.1826832957,-1.0160225994,-1.4213184099,1
5716,-2.5401258008,-0.8491994196,-0.8568915302,2
5717,-2.1256866741,-1.1766788856,-1.1827774543,2
5718,-2.5883737609,-1.4667420825,-1.3447400965,2
5719,-3.1945245699,-1.2768866780,-0.8948613922,2
5720,-1.9213111770,-1.1369931061,-0.8115256733,2
5721,-1.8377829590,-1.0354662016,-1.1712397300,2
5722,-1.9189077014,-1.4182602757,-1.2314483390,2
5723,-2.4059763102,-0.9894226410,-1.0436007348,2
5724,-1.9625486728,-0.8700048295,-0.7829703511,2
5725,-2.2793514804,-1.1278573334,-1.0432435218,2
5726,-2.0351553014,-1.5297731532,-1.0720309882,2
5727,-2.1491943355,-4.6093605406,-1.2040213662,2
5728,-1.6642195989,-5.4387159006,-5.0930731321,3
5729,-2.6850312735,-1.4364519156,-2.2136982394,2
5730,-2.2592020117,-1.3435227060,-0.9198546131,2
5731,-2.4858801774,-1.3320626338,-4.9011305639,3
5732,-3.1715710820,-1.6699227690,-1.1298608256,2
5733,-2.2983179754,-1.2241378873,-1.4540090065,2
5734,-2.9415347696,-1.0065467755,-1.0094840227,2
5735,-3.2021471374,-1.1762994496,-1.3096013807,2
5736,-1.4993544284,-0.9042156076,-1.4977061384,2
5737,-2.7682310913,-1.5742985542,-1.9498000650,2
5738,-2.5226221739,-1.3940896710,-3.0356632265,2
5739,-4.4640909520,-1.3651533177,-1.2428444960,1
5740,-4.8663304805,-0.8047684022,-0.8728143872,1
5741,-2.0642889407,-1.2822745637,-1.3890652693,2
5742,-4.7671368838,-1.2927533046,-1.6992727116,1
5743,-2.3104399293,-1.1310827134,-1.1648731046,2
5744,-4.4656623841,-1.6386440216,-0.6776046981,1
5745,-4.0327671822,-2.0904346992,-0.7945413312,1
5746,-2.4445780840,-2.2996149160,-0.9699313323,2
5747,-2.1971537963,-1.0583159597,-1.0703739358,2
5748,-2.3719669393,-1.4190315155,-1.6445455793,2
5749,-2.3060393075,-1.0255760169,-1.1254866096,2
5750,-1.8221389097,-1.2825142879,-1.2277978889,2
5751,-1.8385541571,-1.1726538428,-0.9559334822,2
5752,-3.2295951352,-1.1789587970,-4.8717747307,3
5753,-1.8540834662,-0.9887710123,-1.3746510452,2
5754,-4.7289589914,-0.8785019456,-0.8715397866,1
5755,-4.2304895708,-1.2953706363,-0.8084900958,1
5756,-1.6807969231,-0.8988891269,-0.7431675466,2
