VariantLabel,FWPattern,HWPattern,Realization,Log10Kxx,Log10Kyy,Log10Kzz,SandFrac3D,AcrossFaultSandConnected3D,VerticalSandConnected3D,StrikeSandConnected3D,MaxSandObjectX3D,MaxSandObjectZ3D,MaxSandObjectY3D,NumSegments,SegmentAcrossFaultConnFraction,UpperHalfSandFracMean,LowerHalfSandFracMean,MeanPsmear,MinPsmear
nonuniform_SSSC,SSSC,S,6,-4.07422937973276,0.726209054816916,-0.16952868988881,0.32743,0,0,1,0.93,0.93,1,10,0,0.38682,0.26804,1,1
nonuniform_SSSC,SSSC,S,7,-0.262783385893702,1.16969832920747,0.87120261005595,0.44677,1,1,1,1,1,1,10,0.1,0.50748,0.38606,1,1
nonuniform_SSSC,SSSC,S,8,-3.90376741401778,1.74223777142873,0.322015416270514,0.394125,0,0,1,0.99,0.99,1,4,0,0.4803,0.30795,1,1
nonuniform_SSSC,SSSC,S,9,-4.1813903552059,0.898045527528935,-0.64718777263825,0.262115384615385,0,0,1,0.95,0.95,1,13,0,0.335769230769231,0.188461538461538,1,1
nonuniform_SSSC,SSSC,S,10,0.409237453458268,1.07690838913917,1.38316458986694,0.453942857142857,1,1,1,1,1,1,7,0.285714285714286,0.512914285714286,0.394971428571429,1,1
nonuniform_SSSC,SSSC,S,11,-4.18425836519564,0.942404008023859,-1.39478487035867,0.28783,0,0,1,0.92,0.92,1,10,0,0.369,0.20666,1,1
nonuniform_SSSC,SSSC,S,12,-4.33589377789719,0.773843110020939,-0.407650075929706,0.246653846153846,0,0,1,0.88,0.88,1,13,0,0.319,0.174307692307692,1,1
nonuniform_SSSC,SSSC,S,13,-4.29973701805422,0.528726341187231,-1.61302029419462,0.159566666666667,0,0,1,0.79,0.79,1,6,0,0.199433333333333,0.1197,1,1
nonuniform_SSSC,SSSC,S,14,-4.11758710506918,0.777047306657269,-0.256389993731584,0.23819,0,0,1,0.97,0.97,1,10,0,0.29582,0.18056,1,1
nonuniform_SSSC,SSSC,S,15,-0.123222670568033,1.77002468875123,1.09962822915714,0.4912,1,1,1,1,1,1,9,0.111111111111111,0.566355555555556,0.416044444444444,1,1
nonuniform_SSSC,SSSC,S,16,-3.94434670522813,0.827355286582438,0.206202389917613,0.341733333333333,0,0,1,0.98,0.98,1,9,0,0.414355555555556,0.269111111111111,1,1
nonuniform_SSSC,SSSC,S,17,-0.680720744117124,0.693247960551195,0.783756450925471,0.324322222222222,1,1,1,1,1,1,9,0.111111111111111,0.384444444444444,0.2642,1,1
nonuniform_SSSC,SSSC,S,18,-3.88563066173975,1.5595778391427,-0.124055902326453,0.437263636363636,0,0,1,0.97,0.97,1,11,0,0.513036363636364,0.361490909090909,1,1
nonuniform_SSSC,SSSC,S,19,-0.239616214488874,1.29349983770865,1.10906572005858,0.4879,1,1,1,1,1,1,6,0.166666666666667,0.5502,0.4256,1,1
nonuniform_SSSC,SSSC,S,20,-4.09634135443849,0.708345500904238,-0.225582895805451,0.224,0,0,1,0.95,0.95,1,9,0,0.288622222222222,0.159377777777778,1,1
nonuniform_SSSC,SSSC,S,21,-4.20255214758417,0.53961548629594,-0.925010095539907,0.288111111111111,0,0,1,0.89,0.89,1,9,0,0.339666666666667,0.236555555555556,1,1
nonuniform_SSSC,SSSC,S,22,-0.0637361163786041,0.756801031663835,1.0391654453129,0.374657142857143,1,1,1,1,1,1,7,0.142857142857143,0.431885714285714,0.317428571428571,1,1
nonuniform_SSSC,SSSC,S,23,-4.1689992436231,0.722168106054715,-2.04113547169414,0.243528571428571,0,0,1,0.86,0.86,1,7,0,0.316028571428571,0.171028571428571,1,1
nonuniform_SSSC,SSSC,S,24,-4.53049297155363,0.541409407005112,-1.56769846219117,0.164527272727273,0,0,1,0.84,0.84,1,11,0,0.223109090909091,0.105945454545455,1,1
nonuniform_SSSC,SSSC,S,25,-4.07977076946924,1.37977659794247,-0.639524894064379,0.34576,0,0,1,0.93,0.93,1,10,0,0.43656,0.25496,1,1
nonuniform_SSSC,SSSC,S,26,-3.80309644809687,0.870679906280543,-1.08136609312337,0.4061,0,0,1,0.99,0.99,1,9,0,0.464333333333333,0.347866666666667,1,1
nonuniform_SSSC,SSSC,S,27,-4.2123676708454,0.625922570946937,-0.778357449131647,0.233172727272727,0,0,1,0.97,0.97,1,11,0,0.279072727272727,0.187272727272727,1,1
nonuniform_SSSC,SSSC,S,28,-4.61438293515332,0.621296085864078,-2.3591126731184,0.127125,0,0,1,0.68,0.68,1,8,0,0.1937,0.06055,1,1
nonuniform_SSSC,SSSC,S,29,-3.92632629185437,0.812105418491003,-0.131017281883885,0.321988888888889,0,0,1,0.99,0.99,1,9,0,0.3918,0.252177777777778,1,1
nonuniform_SSSC,SSSC,S,30,-4.2368999155154,0.690373386323599,-1.81067867889662,0.232327272727273,0,0,1,0.96,0.96,1,11,0,0.295109090909091,0.169545454545455,1,1
nonuniform_SSSC,SSSC,S,31,-4.07697557245574,0.978025025078053,-0.0354597615475256,0.32419,0,0,1,0.95,0.95,1,10,0,0.40122,0.24716,1,1
nonuniform_SSSC,SSSC,S,32,-4.0809956779892,0.908579120822002,-0.0690708223712275,0.28075,0,0,1,0.93,0.93,1,8,0,0.363275,0.198225,1,1
nonuniform_SSSC,SSSC,S,33,-4.44023491762843,0.45124772763472,-3.70713531617709,0.0876,0,0,1,0.62,0.62,1,4,0,0.13755,0.03765,1,1
nonuniform_SSSC,SSSC,S,34,-4.0670913406112,0.841972478858899,-1.2030813562543,0.33855,0,0,1,0.91,0.91,1,10,0,0.4023,0.2748,1,1
nonuniform_SSSC,SSSC,S,35,-4.37342388031904,0.833438179602496,-0.714349825049893,0.19937,0,0,1,0.92,0.92,1,10,0,0.26816,0.13058,1,1
nonuniform_SSSC,SSSC,S,36,-4.36065801280401,0.48852867558488,-2.74595278142587,0.132063636363636,0,0,1,0.85,0.85,1,11,0,0.184454545454545,0.0796727272727273,1,1
nonuniform_SSSC,SSSC,S,37,-4.48442643567834,0.659831612642721,-3.05006826103373,0.131333333333333,0,0,1,0.73,0.73,1,12,0,0.199633333333333,0.0630333333333333,1,1
nonuniform_SSSC,SSSC,S,38,-4.14254300065696,0.964865542230422,-0.957717927405802,0.347116666666667,0,0,1,0.98,0.98,1,12,0,0.413716666666667,0.280516666666667,1,1
nonuniform_SSSC,SSSC,S,39,-4.03897481544898,1.19835100016965,-0.863329848091888,0.2924,0,0,1,0.89,0.89,1,7,0,0.367457142857143,0.217342857142857,1,1
nonuniform_SSSC,SSSC,S,40,-4.47921999404865,0.543756091091308,-3.18592187037833,0.150175,0,0,1,0.73,0.73,1,8,0,0.20575,0.0946,1,1
nonuniform_SSSC,SSSC,S,41,-0.699079401546423,1.01516266040741,0.65589199669301,0.338745454545455,1,1,1,1,1,1,11,0.0909090909090909,0.409781818181818,0.267709090909091,1,1
nonuniform_SSSC,SSSC,S,42,-0.479147393205273,0.670782758628402,0.561822550996894,0.318991666666667,1,1,1,1,1,1,12,0.0833333333333333,0.384066666666667,0.253916666666667,1,1
nonuniform_SSSC,SSSC,S,43,-0.614782713031519,0.777576787857474,0.565907732714559,0.278490909090909,1,1,1,1,1,1,11,0.0909090909090909,0.340327272727273,0.216654545454545,1,1
nonuniform_SSSC,SSSC,S,44,0.119403685404967,2.11727147743834,1.27580691728325,0.6375,1,1,1,1,1,1,2,0.5,0.6947,0.5803,1,1
nonuniform_SSSC,SSSC,S,45,-0.158390282733453,0.570685980019354,0.800391439598337,0.21415,1,1,1,1,1,1,10,0.1,0.26278,0.16552,1,1
nonuniform_SSSC,SSSC,S,46,-3.92642193184307,0.952472311305677,0.0703837451669283,0.361881818181818,0,0,1,0.99,0.99,1,11,0,0.430727272727273,0.293036363636364,1,1
nonuniform_SSSC,SSSC,S,47,-0.0827753044332608,1.49149808068611,1.003101739779,0.442416666666667,1,1,1,1,1,1,6,0.166666666666667,0.514433333333333,0.3704,1,1
nonuniform_SSSC,SSSC,S,48,-4.10334556191212,0.877869757659565,0.0295323920372576,0.363146153846154,0,0,1,0.94,0.94,1,13,0,0.440307692307692,0.285984615384615,1,1
nonuniform_SSSC,SSSC,S,49,-3.83883449158052,1.76128265122911,-0.354917255777499,0.45795,0,0,1,0.97,0.97,1,10,0,0.53898,0.37692,1,1
nonuniform_SSSC,SSSC,S,50,-4.16173905950347,0.538716813877571,-1.12173917900744,0.193,0,0,1,0.92,0.92,1,9,0,0.244133333333333,0.141866666666667,1,1
