VariantLabel,FWPattern,HWPattern,Realization,SegmentIndex,SandFrac2D,UpperHalfSandFrac,LowerHalfSandFrac,AcrossFaultSandConnected2D,VerticalSandConnected2D,MaxSandObjectX2D,MaxSandObjectZ2D,NumMaterialDomains,NumClayDomains,MeanPsmear,MinPsmear,MaxPsmear,NumContinuousSmearDomains,TopClayDomainCount,MiddleClayDomainCount,MiddleClayOwnsAnyDomain,TopClayPsmear,MiddleClayPsmear
nonuniform_SSSC,SSSC,S,25,9,0.4538,0.5456,0.362,0,0,0.79,0.79,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,25,10,0.1891,0.295,0.0832,0,0,0.54,0.54,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,26,1,0.0171,0.0342,0,0,0,0.18,0.18,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,26,2,0.3098,0.425,0.1946,0,0,0.67,0.67,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,26,3,0.1359,0.2256,0.0462,0,0,0.47,0.47,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,26,4,0.7407,0.7812,0.7002,0,0,0.98,0.98,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,26,5,0.7651,0.8002,0.73,0,0,0.99,0.99,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,26,6,0.3782,0.485,0.2714,0,0,0.73,0.73,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,26,7,0.7479,0.7856,0.7102,0,0,0.98,0.98,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,26,8,0.5511,0.624,0.4782,0,0,0.86,0.86,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,26,9,0.0091,0.0182,0,0,0,0.13,0.13,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,27,1,0.0981,0.1722,0.024,0,0,0.41,0.41,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,27,2,0.2486,0.365,0.1322,0,0,0.61,0.61,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,27,3,0.7238,0.767,0.6806,0,0,0.97,0.97,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,27,4,0.6175,0.676,0.559,0,0,0.9,0.9,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,27,5,0.1143,0.198,0.0306,0,0,0.44,0.44,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,27,6,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,27,7,0.0091,0.0182,0,0,0,0.13,0.13,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,27,8,0.6811,0.7292,0.633,0,0,0.94,0.94,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,27,9,0.0409,0.0812,0.0006,0,0,0.28,0.28,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,27,10,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,27,11,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,28,1,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,28,2,0.1206,0.207,0.0342,0,0,0.45,0.45,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,28,3,0.3207,0.435,0.2064,0,0,0.68,0.68,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,28,4,0.0711,0.1332,0.009,0,0,0.36,0.36,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,28,5,0.2149,0.325,0.1048,0,0,0.57,0.57,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,28,6,0.0091,0.0182,0,0,0,0.13,0.13,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,28,7,0.0276,0.0552,0,0,0,0.23,0.23,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,28,8,0.2425,0.355,0.13,0,0,0.6,0.6,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,29,1,0.1626,0.265,0.0602,0,0,0.51,0.51,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,29,2,0.6266,0.686,0.5672,0,0,0.91,0.91,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,29,3,0.4943,0.578,0.4106,0,0,0.82,0.82,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,29,4,0.7651,0.8002,0.73,0,0,0.99,0.99,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,29,5,0.2425,0.355,0.13,0,0,0.6,0.6,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,29,6,0.2149,0.325,0.1048,0,0,0.57,0.57,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,29,7,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,29,8,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,29,9,0.3709,0.475,0.2668,0,0,0.72,0.72,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,30,1,0.0091,0.0182,0,0,0,0.13,0.13,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,30,2,0.019,0.038,0,0,0,0.19,0.19,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,30,3,0.7141,0.757,0.6712,0,0,0.96,0.96,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,30,4,0.3591,0.465,0.2532,0,0,0.71,0.71,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,30,5,0.1407,0.2352,0.0462,0,0,0.48,0.48,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,30,6,0.2486,0.365,0.1322,0,0,0.61,0.61,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,30,7,0.4671,0.5562,0.378,0,0,0.8,0.8,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,30,8,0.021,0.042,0,0,0,0.2,0.2,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,30,9,0.0091,0.0182,0,0,0,0.13,0.13,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,30,10,0.1271,0.2162,0.038,0,0,0.46,0.46,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,30,11,0.4407,0.5352,0.3462,0,0,0.78,0.78,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,31,1,0.3031,0.415,0.1912,0,0,0.66,0.66,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,31,2,0.5082,0.5892,0.4272,0,0,0.83,0.83,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,31,3,0.3591,0.465,0.2532,0,0,0.71,0.71,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,31,4,0.6906,0.7392,0.642,0,0,0.95,0.95,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,31,5,0.4329,0.5252,0.3406,0,0,0.77,0.77,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,31,6,0.03,0.06,0,0,0,0.24,0.24,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,31,7,0.4725,0.557,0.388,0,0,0.8,0.8,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,31,8,0.1359,0.2256,0.0462,0,0,0.47,0.47,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,31,9,0.2991,0.415,0.1832,0,0,0.66,0.66,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,31,10,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,32,1,0.5511,0.624,0.4782,0,0,0.86,0.86,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,32,2,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,32,3,0.1809,0.285,0.0768,0,0,0.53,0.53,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,32,4,0.1359,0.2256,0.0462,0,0,0.47,0.47,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,32,5,0.2991,0.415,0.1832,0,0,0.66,0.66,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,32,6,0.6649,0.7156,0.6142,0,0,0.93,0.93,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,32,7,0.2061,0.315,0.0972,0,0,0.56,0.56,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,32,8,0.1975,0.305,0.09,0,0,0.55,0.55,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,33,1,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,33,2,0.2583,0.375,0.1416,0,0,0.62,0.62,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,33,3,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,33,4,0.0711,0.1332,0.009,0,0,0.36,0.36,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,34,1,0.3903,0.495,0.2856,0,0,0.74,0.74,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,34,2,0.5366,0.6122,0.461,0,0,0.85,0.85,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,34,3,0.0171,0.0342,0,0,0,0.18,0.18,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,34,4,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,34,5,0.5658,0.636,0.4956,0,0,0.87,0.87,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,34,6,0.1946,0.305,0.0842,0,0,0.55,0.55,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,34,7,0.5082,0.5892,0.4272,0,0,0.83,0.83,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,34,8,0.6266,0.686,0.5672,0,0,0.91,0.91,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,34,9,0.5082,0.5892,0.4272,0,0,0.83,0.83,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,34,10,0.0276,0.0552,0,0,0,0.23,0.23,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,35,1,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,35,2,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,35,3,0.1143,0.198,0.0306,0,0,0.44,0.44,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,35,4,0.03,0.06,0,0,0,0.24,0.24,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,35,5,0.6489,0.7022,0.5956,0,0,0.92,0.92,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,35,6,0.4407,0.5352,0.3462,0,0,0.78,0.78,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,35,7,0.1703,0.275,0.0656,0,0,0.52,0.52,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,35,8,0.1082,0.1892,0.0272,0,0,0.43,0.43,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,35,9,0.2821,0.395,0.1692,0,0,0.64,0.64,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,35,10,0.1782,0.285,0.0714,0,0,0.53,0.53,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,36,1,0.3139,0.425,0.2028,0,0,0.67,0.67,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,36,2,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,36,3,0.0351,0.0702,0,0,0,0.26,0.26,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,36,4,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,36,5,0.1575,0.255,0.06,0,0,0.5,0.5,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,36,6,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,36,7,0.2298,0.345,0.1146,0,0,0.59,0.59,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,36,8,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,36,9,0.0153,0.0306,0,0,0,0.17,0.17,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,36,10,0.1225,0.207,0.038,0,0,0.45,0.45,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,36,11,0.5366,0.6122,0.461,0,0,0.85,0.85,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,37,1,0.3829,0.485,0.2808,0,0,0.73,0.73,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,37,2,0.2061,0.315,0.0972,0,0,0.56,0.56,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,37,3,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,37,4,0.0758,0.1406,0.011,0,0,0.37,0.37,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,37,5,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,37,6,0.0858,0.156,0.0156,0,0,0.39,0.39,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,37,7,0.2331,0.345,0.1212,0,0,0.59,0.59,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,37,8,0.2783,0.395,0.1616,0,0,0.64,0.64,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,37,9,0.1023,0.1806,0.024,0,0,0.42,0.42,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,37,10,0.1291,0.2162,0.042,0,0,0.46,0.46,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,37,11,0.0511,0.0992,0.003,0,0,0.31,0.31,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,37,12,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,38,1,0.0407,0.0812,0.0002,0,0,0.28,0.28,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,38,2,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,38,3,0.4329,0.5252,0.3406,0,0,0.77,0.77,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,38,4,0.4999,0.5792,0.4206,0,0,0.82,0.82,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,38,5,0.0409,0.0812,0.0006,0,0,0.28,0.28,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,38,6,0.4943,0.578,0.4106,0,0,0.82,0.82,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,38,7,0.3249,0.435,0.2148,0,0,0.68,0.68,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,38,8,0.5425,0.614,0.471,0,0,0.85,0.85,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,38,9,0.4671,0.5562,0.378,0,0,0.8,0.8,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,38,10,0.4999,0.5792,0.4206,0,0,0.82,0.82,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,38,11,0.7407,0.7812,0.7002,0,0,0.98,0.98,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,38,12,0.0711,0.1332,0.009,0,0,0.36,0.36,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,39,1,0.5658,0.636,0.4956,0,0,0.87,0.87,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,39,2,0.4151,0.515,0.3152,0,0,0.76,0.76,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,39,3,0.0549,0.1056,0.0042,0,0,0.32,0.32,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,39,4,0.2391,0.355,0.1232,0,0,0.6,0.6,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,39,5,0.0407,0.0812,0.0002,0,0,0.28,0.28,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,39,6,0.1291,0.2162,0.042,0,0,0.46,0.46,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,39,7,0.6021,0.6632,0.541,0,0,0.89,0.89,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,40,1,0.0091,0.0182,0,0,0,0.13,0.13,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,40,2,0.019,0.038,0,0,0,0.19,0.19,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,40,3,0.0091,0.0182,0,0,0,0.13,0.13,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,40,4,0.0858,0.156,0.0156,0,0,0.39,0.39,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,40,5,0.3139,0.425,0.2028,0,0,0.67,0.67,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,40,6,0.0153,0.0306,0,0,0,0.17,0.17,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,40,7,0.3663,0.475,0.2576,0,0,0.72,0.72,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,40,8,0.3829,0.485,0.2808,0,0,0.73,0.73,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,41,1,0.6649,0.7156,0.6142,0,0,0.93,0.93,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,41,2,0.2425,0.355,0.13,0,0,0.6,0.6,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,41,3,0.3249,0.435,0.2148,0,0,0.68,0.68,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,41,4,0.1429,0.2352,0.0506,0,0,0.48,0.48,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,41,5,0.4459,0.5356,0.3562,0,0,0.78,0.78,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,41,6,0.6266,0.686,0.5672,0,0,0.91,0.91,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,41,7,0.7825,0.815,0.75,1,1,1,1,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,41,8,0.1099,0.1892,0.0306,0,0,0.43,0.43,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,41,9,0.0325,0.065,0,0,0,0.25,0.25,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,41,10,0.3431,0.455,0.2312,0,0,0.7,0.7,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,41,11,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,42,1,0.1703,0.275,0.0656,0,0,0.52,0.52,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,42,2,0.7141,0.757,0.6712,0,0,0.96,0.96,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,42,3,0.1626,0.265,0.0602,0,0,0.51,0.51,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,42,4,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,42,5,0.7751,0.8102,0.74,1,1,1,1,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,42,6,0.4407,0.5352,0.3462,0,0,0.78,0.78,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,42,7,0.2583,0.375,0.1416,0,0,0.62,0.62,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,42,8,0.5281,0.6022,0.454,0,0,0.84,0.84,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,42,9,0.1975,0.305,0.09,0,0,0.55,0.55,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,42,10,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,42,11,0.5511,0.624,0.4782,0,0,0.86,0.86,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,42,12,0.0091,0.0182,0,0,0,0.13,0.13,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,43,1,0.5139,0.5906,0.4372,0,0,0.83,0.83,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,43,2,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,43,3,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,43,4,0.5869,0.6506,0.5232,0,0,0.88,0.88,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,43,5,0.1946,0.305,0.0842,0,0,0.55,0.55,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,43,6,0.021,0.042,0,0,0,0.2,0.2,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,43,7,0.7825,0.815,0.75,1,1,1,1,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,43,8,0.1338,0.2256,0.042,0,0,0.47,0.47,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,43,9,0.1338,0.2256,0.042,0,0,0.47,0.47,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,43,10,0.5281,0.6022,0.454,0,0,0.84,0.84,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,43,11,0.1478,0.245,0.0506,0,0,0.49,0.49,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,44,1,0.4999,0.5792,0.4206,0,0,0.82,0.82,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,44,2,0.7751,0.8102,0.74,1,1,1,1,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,45,1,0.0136,0.0272,0,0,0,0.16,0.16,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,45,2,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,45,3,0.1863,0.295,0.0776,0,0,0.54,0.54,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,45,4,0.8097,0.8394,0.78,1,1,1,1,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,45,5,0.0091,0.0182,0,0,0,0.13,0.13,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,45,6,0.0758,0.1406,0.011,0,0,0.37,0.37,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,45,7,0.4075,0.505,0.31,0,0,0.75,0.75,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,45,8,0.5366,0.6122,0.461,0,0,0.85,0.85,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,45,9,0.0819,0.1482,0.0156,0,0,0.38,0.38,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,45,10,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,46,1,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,46,2,0.0105,0.021,0,0,0,0.14,0.14,2,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,46,3,0.3361,0.445,0.2272,0,0,0.69,0.69,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,46,4,0.3546,0.465,0.2442,0,0,0.71,0.71,3,1,1,1,1,1,1,0,0,1,NaN
nonuniform_SSSC,SSSC,S,46,5,0.0819,0.1482,0.0156,0,0,0.38,0.38,3,1,1,1,1,1,1,0,0,1,NaN
