Window,Nsim,Metric,Component,MedianScore,P10Score,P90Score,FloorMedian,FloorMin,FloorMax
famp5,50,MAE,kzz,0.0108291666666667,0.00734791666666667,0.0168958333333333,0.000687500000000001,0.000599999999999999,0.000883333333333332
famp5,50,Hellinger,kxx,0.178666249574076,0.139177027080398,0.216692224493583,0.00948897446287664,0.00887472341505985,0.00993784270818745
famp5,50,Hellinger,kyy,0.193686723281259,0.147220903592826,0.234633352503264,0.0100528302630276,0.00809925710492207,0.0113566313534739
famp5,50,Hellinger,kzz,0.189874257687241,0.145235123784822,0.243444275309317,0.0123912176603858,0.0109136617450829,0.0124012605027441
famp5,50,Wasserstein,kxx,0.139280060598571,0.0904595189853692,0.23034681780722,0.00921800494848425,0.00796551502974451,0.00927729568518265
famp5,50,Wasserstein,kyy,0.168515869255822,0.12243300449647,0.321869364945656,0.0163907905561586,0.00596177952102211,0.0165706718609889
famp5,50,Wasserstein,kzz,0.1506931594646,0.0978331280804281,0.286334298374638,0.00936264237104143,0.00640365278566259,0.0110653880414705
famp5,100,MAE,kxx,0.00932708333333333,0.00578541666666667,0.011675,0.000820833333333334,0.000666666666666666,0.000933333333333335
famp5,100,MAE,kyy,0.00956666666666666,0.0081125,0.0128125,0.000891666666666668,0.0004375,0.000941666666666667
famp5,100,MAE,kzz,0.00841458333333333,0.00588333333333333,0.01219375,0.000687500000000001,0.000599999999999999,0.000883333333333332
famp5,100,Hellinger,kxx,0.129817331204299,0.104036802930194,0.165704688830604,0.00948897446287664,0.00887472341505985,0.00993784270818745
famp5,100,Hellinger,kyy,0.139262389601724,0.11359767328134,0.184802480805353,0.0100528302630276,0.00809925710492207,0.0113566313534739
famp5,100,Hellinger,kzz,0.134825295647825,0.106707064449943,0.167331834721828,0.0123912176603858,0.0109136617450829,0.0124012605027441
famp5,100,Wasserstein,kxx,0.095318588321899,0.0685052130388013,0.205573360254205,0.00921800494848425,0.00796551502974451,0.00927729568518265
famp5,100,Wasserstein,kyy,0.135739967593473,0.0779276597766559,0.233379102688055,0.0163907905561586,0.00596177952102211,0.0165706718609889
famp5,100,Wasserstein,kzz,0.10857384040051,0.0589581285265599,0.2158995281935,0.00936264237104143,0.00640365278566259,0.0110653880414705
famp5,200,MAE,kxx,0.00653125,0.00467291666666667,0.00804583333333333,0.000820833333333334,0.000666666666666666,0.000933333333333335
famp5,200,MAE,kyy,0.00679166666666666,0.0050625,0.00835625,0.000891666666666668,0.0004375,0.000941666666666667
famp5,200,MAE,kzz,0.00619375,0.00410208333333333,0.0079375,0.000687500000000001,0.000599999999999999,0.000883333333333332
